electrical_fitness,fitness,thermal_fitness,mass_flow_rate,run_number
2645.5920760694826,7207.12208706766,11768.652098065835,158.22602428992525,0
2642.337368450528,7178.426139239153,11714.514910027778,58.38297461506163,0
2645.444672682418,7205.701064509109,11765.957456335798,146.1140957912848,0
2644.746854407196,7199.57058949897,11754.394324590745,109.79937988957288,0
2645.926913881187,7209.903145793894,11773.8793777066,188.42490764948909,0
2645.556048713279,7206.688046134644,11767.82004355601,154.32329552523842,0
2645.69324962731,7207.8649064485535,11770.036563269798,165.36163342964605,0
2644.016327362501,7193.135469865387,11742.254612368271,86.74009839940841,0
2646.0135683984413,7210.652510511144,11775.291452623847,198.56329809475992,0
2645.8919967744087,7209.605913529738,11773.319830285069,184.767362349418,0
2645.953184203586,7210.171105425399,11774.389026647214,192.02134139976184,0
2645.7408704954364,7208.213364841928,11770.68585918842,168.92746625919816,0
2643.7532650014264,7191.006148296396,11738.259031591364,81.07555621351239,0
2644.9070115833065,7201.010082706622,11757.113153829938,116.5732817344163,0
2644.251148337088,7195.319554809797,11746.387961282508,93.42990054601027,0
2645.6542195747315,7207.513556995344,11769.372894415956,161.86478503951628,0
2642.815918871056,7182.625656831553,11722.43539479205,64.41567854923844,0
2645.9853210369192,7210.411821474379,11774.83832191184,195.3043045565537,0
2645.03067239902,7202.1417130203,11759.25275364158,122.71215189511106,0
2644.826978464552,7200.360410235784,11755.893842007015,113.33695834905134,0
2644.136269573783,7194.317499358917,11744.498729144052,90.1851620824322,0
2645.346917826271,7204.892379209568,11764.437840592866,140.03290564202177,0
2645.8157740044308,7208.986740260496,11772.157706516562,177.45621437418532,0
2645.267479610603,7204.238815837878,11763.210152065154,135.48210999867658,0
2644.35929582198,7196.249301868479,11748.139307914978,96.60481276348833,0
2644.9849486470102,7201.605601950488,11758.226255253963,119.6914512752991,0
2643.028978670113,7184.586549195026,11726.14411971994,67.64560211016412,0
2645.2228125571014,7203.806300420121,11762.38978828314,132.69848420931444,0
2643.61474723578,7189.713803688913,11735.812860142045,77.9578750818382,0
2645.3832389023733,7205.271295010221,11765.159351118067,142.81354690009107,0
2645.1287616422974,7203.021550630234,11760.91433961817,127.78458044844484,0
2644.6610537648444,7198.817320666906,11752.973587568968,106.4986542798819,0
2644.524616037897,7197.636827757994,11750.74903947809,101.62753959167875,0
2643.341889316079,7187.321929295462,11731.301969274846,72.84271978034242,0
2645.7885800328927,7208.672706229234,11771.556832425576,173.8234699584637,0
2645.4522304849306,7205.831258598655,11766.21028671238,147.1915540682773,0
2645.1843019190565,7203.417156214185,11761.650010509313,130.2273113562613,0
2645.08746709984,7202.612777084627,11760.138087069414,125.36781798850556,0
2645.5056632059955,7206.327259154389,11767.148855102783,151.32982064375332,0
2645.8458068127984,7209.203511724952,11772.561216637105,179.9796416560384,0
2644.5935929252723,7198.2398526619245,11751.886112398575,104.06206267171044,0
2645.571973839863,7206.802201889895,11768.032429939927,155.32885606798564,0
2643.4852994695057,7188.565362126934,11733.64542478436,75.38823332143264,0
2644.456527074371,7196.978897945655,11749.50126881694,99.21344546414888,0
2645.8997153188548,7209.679139641248,11773.458563963644,185.6973167527896,0
2645.6165607655867,7207.231161442165,11768.845762118744,159.18799766172296,0
2645.758853334891,7208.461708557483,11771.164563780074,171.65341368822513,0
2645.949232515676,7210.105776008882,11774.262319502088,191.1147703451161,0
2645.8601632230216,7209.380158736849,11772.900154250676,182.0084187897553,0
2645.7091966023063,7208.11498386415,11770.520771125995,168.0067648699092,0
2643.2016624279454,7186.031780345535,11728.861898263123,70.32650139919157,0
2645.4339769778176,7205.571997882221,11765.710018786624,145.07433979730664,0
2643.957055087192,7192.747885477163,11741.538715867136,85.65179195648575,0
2646.01938806844,7210.706901801558,11775.394415534676,199.35609607912048,0
2644.708169390712,7199.349619399265,11753.99106940782,108.82743015792042,0
2645.487079035409,7206.085165245538,11766.683251455668,149.24908322765117,0
2645.677836962418,7207.774817473133,11769.871797983848,164.47988944183547,0
2645.9139422129338,7209.8246075780335,11773.735272943131,187.57934789935663,0
2645.97170850911,7210.349712354602,11774.727716200094,194.48606113232924,0
2645.540905546538,7206.563578275956,11767.586251005374,153.33641506660308,0
2642.428378580961,7179.222120519447,11716.015862457933,59.40136072437745,0
2645.5820572048137,7207.020012311923,11768.457967419032,157.27298954655396,0
2645.88649672094,7209.534141199312,11773.181785677683,183.85095142542696,0
2645.6580854241,7207.594649877473,11769.531214330846,162.68586764709053,0
2645.937952589376,7209.973607014016,11774.009261438656,189.3290536366138,0
2645.989373270464,7210.472527014354,11774.955680758245,196.17983791112124,0
2645.7989572825377,7208.911750412754,11772.024543542972,176.63845408998384,0
2644.764388382246,7199.787678535072,11754.810968687898,110.8215054200088,0
2645.73728334353,7208.291061488333,11770.844839633137,169.82340380156631,0
2643.8159604737248,7191.421815879509,11739.027671285294,82.09612303905863,0
2645.699992924023,7207.948943879392,11770.19789483476,166.233931406304,0
2645.955839861255,7210.228500435047,11774.50116100884,192.83063105551133,0
2645.638647757675,7207.421135717365,11769.203623677056,160.99575793733612,0
2646.003555317682,7210.584512195575,11775.165469073469,197.76403493644395,0
2645.337612377536,7204.786568726448,11764.23552507536,139.24902460677802,0
2644.8516704730864,7200.534071771923,11756.21647307076,114.17703279040582,0
2645.2788718167185,7204.350256567939,11763.42164131916,136.259309284493,0
2644.9813359075933,7201.73889046797,11758.496445028346,120.47119815339538,0
2645.828467732977,7209.053722089737,11772.278976446496,178.20735384042715,0
2644.9065727345555,7201.152547232259,11757.398521729963,117.3575560421808,0
2642.6095172552823,7180.806552020093,11719.003586784902,61.63253245717526,0
2645.786143453089,7208.727109349298,11771.668075245509,174.48492917309397,0
2644.0545718235817,7193.461984044969,11742.869396266356,87.69631079901177,0
2645.05418837832,7202.275971626035,11759.497754873752,123.45554000427067,0
2645.375039754585,7205.172367079101,11764.969694403617,142.13535855360257,0
2645.236189288606,7203.91238144822,11762.588573607834,133.39954282302088,0
2644.174177548645,7194.58688432154,11744.999591094436,91.02383889885338,0
2644.347995036156,7196.031996114597,11747.715997193038,95.80840178033613,0
2645.37034521409,7204.994375157712,11764.618405101332,140.7398871331115,0
2645.317191457541,7204.569704879068,11763.822218300596,137.75520695783172,0
2645.776294106466,7208.616448507246,11771.456602908023,173.2314713677852,0
2645.857777343442,7209.33885793036,11772.819938517276,181.4901563114657,0
2644.808524590147,7200.183374516281,11755.558224442417,112.53294738984836,0
2645.8351147915428,7209.157398849933,11772.479682908324,179.4641604544385,0
2644.9649725548006,7201.460289059368,11757.955605563937,118.91847306684892,0
2645.907918070826,7209.7866766873885,11773.665435303952,187.1009918298902,0
2644.883768943151,7200.853302814768,11756.822836686384,115.78577963821778,0
2645.948220857878,7210.136799050909,11774.32537724394,191.56489909703464,0
2645.878444930532,7209.633729896706,11773.389014862882,185.22998582290444,0
2645.9754178588137,7210.436206325717,11774.89699479262,195.7410730317728,0
2645.264414062552,7204.143087975837,11763.021761889124,134.7971362540368,0
2645.9306576843805,7210.001611190721,11774.07256469706,189.7727767692577,0
2645.401064124895,7205.36097342404,11765.320882723185,143.46789570562407,0
2646.0093634419686,7210.725138499373,11775.440913556778,199.7161389328697,0
2645.876962143564,7209.494679767329,11773.112397391094,183.39363831349075,0
2645.171574769065,7203.319610141496,11761.467645513929,129.61286700695368,0
2645.771750769995,7208.510500500416,11771.249250230838,172.14455972246088,0
2645.964373799164,7210.317586699102,11774.67079959904,194.0675870306271,0
2646.0147222803307,7210.616195921824,11775.217669563315,198.1620836795019,0
2645.9272522400947,7209.93450104804,11773.941749855983,188.8580447482819,0
2645.842364148692,7209.241160284749,11772.639956420806,180.4801920422325,0
2645.802309162601,7208.874872372873,11771.947435583146,176.16826727060624,0
2645.996724301633,7210.55359792462,11775.110471547609,197.34633194422216,0
2645.0226424953703,7202.016486482662,11759.010330469951,121.9850891180962,0
2645.9008490639008,7209.714316738682,11773.527784413463,186.1647154848824,0
2645.949481122469,7210.074617372144,11774.19975362182,190.6701755632674,0
2645.962037847822,7210.258834546732,11774.55563124564,193.2261421688661,0
2646.0085722474773,7210.675862346517,11775.343152445555,198.96061266695435,0
2645.4576484880176,7205.771394360031,11766.085140232044,146.65631142916322,0
2645.7279272407377,7208.165870344758,11770.60381344878,168.46867432579663,0
2645.9786139291323,7210.381051041508,11774.783488153884,194.8978204402331,0
2645.8613186221937,7209.416320505032,11772.97132238787,182.47063495031568,0
2645.89997434905,7209.575639792632,11773.251305236216,184.3113531702152,0
2645.494831059945,7206.148789933173,11766.802748806402,149.77778994834094,0
2645.557370679184,7206.74214936829,11767.926928057395,154.8277648172955,0
2645.9860377537693,7210.496738632079,11775.007439510387,196.56839759577136,0
2645.9697223797475,7210.2074367003315,11774.445151020916,192.42557387292203,0
2645.897106423962,7209.846909527561,11773.79671263116,188.00229549858955,0
2645.7559998365323,7208.417532087746,11771.07906433896,171.1603029581495,0
2645.615817060705,7207.182652742722,11768.74948842474,158.70837012470204,0
2645.1284203651167,7202.927456190913,11760.726492016707,127.17453518565698,0
2645.524093170932,7206.392861725009,11767.261630279088,151.8422955514266,0
2645.662290996052,7207.641424363141,11769.62055773023,163.1527989680438,0
2645.209903506928,7203.695427246695,11762.180950986462,132.04659415740775,0
2645.684289753915,7207.900977457128,11770.11766516034,165.79902778439148,0
2645.580825073316,7206.970417160277,11768.36000924724,156.79675046928898,0
2645.807128576223,7208.950503795093,11772.093879013964,177.0633321109546,0
2645.7496167321624,7208.334645926341,11770.91967512052,170.24833907209776,0
2645.715434905701,7208.075377491654,11770.435320077606,167.53401542773975,0
2645.6246465597646,7207.285731128307,11768.946815696849,159.69447253792504,0
2643.869412988542,7191.925628204408,11739.981843420272,83.4049839185101,0
2645.412176548329,7205.439362536498,11765.466548524668,144.06517836393817,0
2029.430814503348,1207.8499518844574,386.2690892655674,0.0238748490941599,0
2642.523720957132,7179.979230648038,11717.434740338944,60.46721219379532,0
2602.966456551272,6862.964533674161,11122.96261079705,29.3520314075318,0
2499.885197618902,6457.639149426494,10415.393101234087,18.46862661516479,0
2614.102503130456,6909.037765840316,11203.973028550176,37.2528560153228,0
2643.1197879957854,7185.388323117409,11727.656858239032,69.11279984788251,0
2643.679745215208,7190.317800493583,11736.955855771956,79.35409807865976,0
2644.67857661628,7199.11009632013,11753.54161602398,107.76380798393738,0
2643.893226774096,7192.089096877438,11740.28496698078,83.83948368614456,0
2645.2984429521466,7204.465672567734,11763.632902183324,137.0442148598515,0
2614.6309842671285,6913.690977462783,11212.750970658435,40.89124549405375,0
2645.799946235911,7208.828780387882,11771.857614539853,175.6236091607527,0
2574.342907073104,6567.600877048213,10560.858847023324,5.478491251992035,0
2645.250470449228,7204.016914847708,11762.783359246188,134.09383156817026,0
2643.877190750469,7191.949332754756,11740.021474759043,83.46154316862302,0
2644.790488014512,7200.006681380867,11755.222874747222,111.73840699932188,0
