# Renewables.ninja Weather (Point API) - 51.499, -0.178 - Version: 1.0 - License: https://science.nasa.gov/earth-science/earth-science-data/data-information-policy - Reference: https://www.renewables.ninja/
# Units: time in UTC, local_time in Europe/London, t2m in ºC, prectotland in mm/h, precsnoland in mm/h, snomas in kg/m², rhoa in kg/m³, swgdn in W/m², swtdn in W/m², cldtot in fraction
# {"units": {"time": "UTC", "local_time": "Europe/London", "t2m": "\u00baC", "prectotland": "mm/h", "precsnoland": "mm/h", "snomas": "kg/m\u00b2", "rhoa": "kg/m\u00b3", "swgdn": "W/m\u00b2", "swtdn": "W/m\u00b2", "cldtot": "fraction"}, "params": {"local_time": true, "header": true, "lat": "51.49904329102422", "lon": "-0.17807716542054033", "date_from": "2023-01-01", "date_to": "2023-12-31", "dataset": "merra2", "var_t2m": true, "var_prectotland": true, "var_precsnoland": true, "var_snomas": true, "var_rhoa": true, "var_swgdn": true, "var_swtdn": true, "var_cldtot": true}}
time,local_time,t2m,prectotland,precsnoland,snomas,rhoa,swgdn,swtdn,cldtot
2023-01-01 00:00,2023-01-01 00:00,10.157,0.069,0,0,1.217,0,0,0.969
2023-01-01 01:00,2023-01-01 01:00,9.937,0.027,0,0,1.219,0,0,0.991
2023-01-01 02:00,2023-01-01 02:00,9.772,0.015,0,0,1.221,0,0,0.993
2023-01-01 03:00,2023-01-01 03:00,9.707,0.019,0,0,1.222,0,0,0.989
2023-01-01 04:00,2023-01-01 04:00,9.742,0.018,0,0,1.222,0,0,0.990
2023-01-01 05:00,2023-01-01 05:00,9.741,0.012,0,0,1.222,0,0,0.990
2023-01-01 06:00,2023-01-01 06:00,9.595,0.017,0,0,1.223,0,0,0.970
2023-01-01 07:00,2023-01-01 07:00,9.469,0.029,0,0,1.224,0,0,0.987
2023-01-01 08:00,2023-01-01 08:00,9.586,0.012,0,0,1.225,7.781,58.496,0.984
2023-01-01 09:00,2023-01-01 09:00,9.866,0.010,0,0,1.225,39.631,204.782,0.990
2023-01-01 10:00,2023-01-01 10:00,10.244,0.009,0,0,1.225,66.061,310.399,0.990
2023-01-01 11:00,2023-01-01 11:00,10.514,0.024,0,0,1.224,63.981,365.416,0.987
2023-01-01 12:00,2023-01-01 12:00,10.537,0.056,0,0,1.223,54.225,366.182,0.986
2023-01-01 13:00,2023-01-01 13:00,10.378,0.102,0,0,1.223,41.888,312.483,0.988
2023-01-01 14:00,2023-01-01 14:00,10.089,0.115,0,0,1.224,22.849,208.158,0.989
2023-01-01 15:00,2023-01-01 15:00,9.761,0.240,0,0,1.225,5.478,62.208,0.992
2023-01-01 16:00,2023-01-01 16:00,9.308,0.323,0,0,1.226,0,0,0.986
2023-01-01 17:00,2023-01-01 17:00,8.769,0.418,0,0,1.228,0,0,0.965
2023-01-01 18:00,2023-01-01 18:00,8.184,0.467,0,0,1.231,0,0,0.966
2023-01-01 19:00,2023-01-01 19:00,7.387,0.195,0,0,1.233,0,0,0.964
2023-01-01 20:00,2023-01-01 20:00,6.763,0.073,0,0,1.234,0,0,0.963
2023-01-01 21:00,2023-01-01 21:00,6.428,0.055,0,0,1.235,0,0,0.962
2023-01-01 22:00,2023-01-01 22:00,6.354,0.056,0,0,1.236,0,0,0.958
2023-01-01 23:00,2023-01-01 23:00,6.490,0.056,0,0,1.237,0,0,0.970
2023-01-02 00:00,2023-01-02 00:00,6.643,0.058,0,0,1.238,0,0,0.987
2023-01-02 01:00,2023-01-02 01:00,6.699,0.056,0,0,1.240,0,0,0.992
2023-01-02 02:00,2023-01-02 02:00,6.665,0.062,0,0,1.241,0,0,0.990
2023-01-02 03:00,2023-01-02 03:00,6.709,0.058,0,0,1.242,0,0,0.989
2023-01-02 04:00,2023-01-02 04:00,6.652,0.052,0,0,1.243,0,0,0.992
2023-01-02 05:00,2023-01-02 05:00,6.620,0.047,0,0,1.244,0,0,0.995
2023-01-02 06:00,2023-01-02 06:00,6.534,0.067,0,0,1.246,0,0,0.989
2023-01-02 07:00,2023-01-02 07:00,6.465,0.103,0,0,1.248,0,0,0.977
2023-01-02 08:00,2023-01-02 08:00,6.338,0.150,0,0,1.250,6.448,59.943,0.952
2023-01-02 09:00,2023-01-02 09:00,6.426,0.136,0,0,1.252,28.190,206.613,0.863
2023-01-02 10:00,2023-01-02 10:00,6.585,0.100,0,0,1.253,67.661,312.310,0.649
2023-01-02 11:00,2023-01-02 11:00,6.846,0.053,0,0,1.253,140.722,367.327,0.329
2023-01-02 12:00,2023-01-02 12:00,7.194,0.011,0,0,1.253,212.635,368.093,0.212
2023-01-02 13:00,2023-01-02 13:00,7.192,0.003,0,0,1.253,192.439,314.447,0.342
2023-01-02 14:00,2023-01-02 14:00,6.570,0.001,0,0,1.255,109.586,210.033,0.463
2023-01-02 15:00,2023-01-02 15:00,4.284,0.001,0,0,1.257,24.936,63.746,0.286
2023-01-02 16:00,2023-01-02 16:00,2.717,0.001,0,0,1.260,0,0,0.104
2023-01-02 17:00,2023-01-02 17:00,2.251,0.001,0,0,1.262,0,0,0.042
2023-01-02 18:00,2023-01-02 18:00,1.850,0,0,0,1.264,0,0,0.332
2023-01-02 19:00,2023-01-02 19:00,1.659,0,0,0,1.266,0,0,0.673
2023-01-02 20:00,2023-01-02 20:00,1.398,0,0,0,1.267,0,0,0.439
2023-01-02 21:00,2023-01-02 21:00,0.859,0.001,0,0,1.268,0,0,0.123
2023-01-02 22:00,2023-01-02 22:00,0.303,0.009,0,0,1.269,0,0,0.004
2023-01-02 23:00,2023-01-02 23:00,-0.044,0.013,0,0,1.269,0,0,0.014
2023-01-03 00:00,2023-01-03 00:00,0.099,0.024,0,0,1.268,0,0,0.073
2023-01-03 01:00,2023-01-03 01:00,0.875,0.022,0,0,1.265,0,0,0.216
2023-01-03 02:00,2023-01-03 02:00,2.113,0.020,0,0,1.262,0,0,0.354
2023-01-03 03:00,2023-01-03 03:00,3.226,0.014,0,0,1.259,0,0,0.446
2023-01-03 04:00,2023-01-03 04:00,4.155,0.008,0,0,1.256,0,0,0.657
2023-01-03 05:00,2023-01-03 05:00,4.815,0.014,0,0,1.254,0,0,0.936
2023-01-03 06:00,2023-01-03 06:00,5.867,0.037,0,0,1.253,0,0,0.997
2023-01-03 07:00,2023-01-03 07:00,6.736,0.122,0,0,1.253,0,0,0.997
2023-01-03 08:00,2023-01-03 08:00,7.319,0.227,0,0,1.251,6.515,61.545,0.994
2023-01-03 09:00,2023-01-03 09:00,7.927,0.260,0,0,1.248,25.269,208.595,0.991
2023-01-03 10:00,2023-01-03 10:00,8.511,0.597,0,0,1.245,49.084,314.310,0.986
2023-01-03 11:00,2023-01-03 11:00,9.043,0.554,0,0,1.242,51.308,369.452,0.994
2023-01-03 12:00,2023-01-03 12:00,9.334,0.194,0,0,1.240,37.274,370.218,0.995
2023-01-03 13:00,2023-01-03 13:00,9.631,0.149,0,0,1.238,37.232,316.483,0.991
2023-01-03 14:00,2023-01-03 14:00,9.840,0.091,0,0,1.236,17.076,212.095,0.993
2023-01-03 15:00,2023-01-03 15:00,9.949,0.111,0,0,1.234,3.346,65.441,0.996
2023-01-03 16:00,2023-01-03 16:00,10.059,0.453,0,0,1.233,0,0,0.992
2023-01-03 17:00,2023-01-03 17:00,10.234,0.807,0,0,1.231,0,0,0.994
2023-01-03 18:00,2023-01-03 18:00,10.433,0.649,0,0,1.229,0,0,0.992
2023-01-03 19:00,2023-01-03 19:00,10.733,0.516,0,0,1.227,0,0,0.990
2023-01-03 20:00,2023-01-03 20:00,11.108,0.342,0,0,1.225,0,0,0.989
2023-01-03 21:00,2023-01-03 21:00,11.433,0.087,0,0,1.224,0,0,0.995
2023-01-03 22:00,2023-01-03 22:00,11.569,0.050,0,0,1.223,0,0,0.996
2023-01-03 23:00,2023-01-03 23:00,11.584,0.043,0,0,1.222,0,0,0.996
2023-01-04 00:00,2023-01-04 00:00,11.591,0.047,0,0,1.222,0,0,0.996
2023-01-04 01:00,2023-01-04 01:00,11.607,0.052,0,0,1.221,0,0,0.995
2023-01-04 02:00,2023-01-04 02:00,11.596,0.062,0,0,1.221,0,0,0.996
2023-01-04 03:00,2023-01-04 03:00,11.600,0.079,0,0,1.221,0,0,0.997
2023-01-04 04:00,2023-01-04 04:00,11.595,0.128,0,0,1.221,0,0,0.995
2023-01-04 05:00,2023-01-04 05:00,11.566,0.169,0,0,1.221,0,0,0.987
2023-01-04 06:00,2023-01-04 06:00,11.608,0.088,0,0,1.221,0,0,0.983
2023-01-04 07:00,2023-01-04 07:00,11.644,0.042,0,0,1.221,0,0,0.983
2023-01-04 08:00,2023-01-04 08:00,11.682,0.030,0,0,1.222,6.551,63.300,0.993
2023-01-04 09:00,2023-01-04 09:00,11.829,0.029,0,0,1.222,25.947,210.738,0.991
2023-01-04 10:00,2023-01-04 10:00,12.021,0.028,0,0,1.221,48.588,316.560,0.990
2023-01-04 11:00,2023-01-04 11:00,12.180,0.027,0,0,1.221,59.953,371.791,0.993
2023-01-04 12:00,2023-01-04 12:00,12.251,0.034,0,0,1.221,61.188,372.468,0.992
2023-01-04 13:00,2023-01-04 13:00,12.313,0.025,0,0,1.221,112.129,318.822,0.976
2023-01-04 14:00,2023-01-04 14:00,11.931,0.014,0,0,1.223,96.825,214.283,0.952
2023-01-04 15:00,2023-01-04 15:00,11.108,0.009,0,0,1.225,24.097,67.300,0.922
2023-01-04 16:00,2023-01-04 16:00,10.294,0.006,0,0,1.229,0,0,0.775
2023-01-04 17:00,2023-01-04 17:00,9.779,0.004,0,0,1.232,0,0,0.931
2023-01-04 18:00,2023-01-04 18:00,9.523,0.005,0,0,1.234,0,0,0.952
2023-01-04 19:00,2023-01-04 19:00,9.437,0.007,0,0,1.235,0,0,0.953
2023-01-04 20:00,2023-01-04 20:00,9.492,0.009,0,0,1.236,0,0,0.860
2023-01-04 21:00,2023-01-04 21:00,9.503,0.011,0,0,1.237,0,0,0.739
2023-01-04 22:00,2023-01-04 22:00,9.415,0.013,0,0,1.238,0,0,0.809
2023-01-04 23:00,2023-01-04 23:00,9.306,0.014,0,0,1.239,0,0,0.933
2023-01-05 00:00,2023-01-05 00:00,9.211,0.015,0,0,1.240,0,0,0.983
2023-01-05 01:00,2023-01-05 01:00,9.171,0.014,0,0,1.241,0,0,0.985
2023-01-05 02:00,2023-01-05 02:00,9.131,0.014,0,0,1.242,0,0,0.984
2023-01-05 03:00,2023-01-05 03:00,9.008,0.015,0,0,1.242,0,0,0.973
2023-01-05 04:00,2023-01-05 04:00,8.913,0.016,0,0,1.243,0,0,0.958
2023-01-05 05:00,2023-01-05 05:00,8.825,0.014,0,0,1.243,0,0,0.878
2023-01-05 06:00,2023-01-05 06:00,8.643,0.018,0,0,1.244,0,0,0.837
2023-01-05 07:00,2023-01-05 07:00,8.467,0.024,0,0,1.244,0,0,0.937
2023-01-05 08:00,2023-01-05 08:00,8.695,0.020,0,0,1.244,10.220,65.215,0.976
2023-01-05 09:00,2023-01-05 09:00,9.419,0.021,0,0,1.241,45.781,213.050,0.975
2023-01-05 10:00,2023-01-05 10:00,10.466,0.020,0,0,1.237,85.465,319.024,0.972
2023-01-05 11:00,2023-01-05 11:00,11.463,0.015,0,0,1.232,124.157,374.202,0.964
2023-01-05 12:00,2023-01-05 12:00,12.088,0.025,0,0,1.229,145.696,374.968,0.955
2023-01-05 13:00,2023-01-05 13:00,12.247,0.029,0,0,1.227,146.438,321.233,0.949
2023-01-05 14:00,2023-01-05 14:00,11.815,0.025,0,0,1.227,86.962,216.613,0.949
2023-01-05 15:00,2023-01-05 15:00,10.972,0.024,0,0,1.229,20.544,69.327,0.953
2023-01-05 16:00,2023-01-05 16:00,10.251,0.026,0,0,1.232,0,0,0.957
2023-01-05 17:00,2023-01-05 17:00,10.039,0.022,0,0,1.233,0,0,0.958
2023-01-05 18:00,2023-01-05 18:00,9.916,0.041,0,0,1.233,0,0,0.958
2023-01-05 19:00,2023-01-05 19:00,9.921,0.042,0,0,1.232,0,0,0.960
2023-01-05 20:00,2023-01-05 20:00,10.059,0.064,0,0,1.231,0,0,0.968
2023-01-05 21:00,2023-01-05 21:00,10.134,0.072,0,0,1.231,0,0,0.968
2023-01-05 22:00,2023-01-05 22:00,10.055,0.071,0,0,1.230,0,0,0.981
2023-01-05 23:00,2023-01-05 23:00,10.092,0.089,0,0,1.230,0,0,0.995
2023-01-06 00:00,2023-01-06 00:00,10.222,0.206,0,0,1.228,0,0,0.989
2023-01-06 01:00,2023-01-06 01:00,10.383,0.682,0,0,1.227,0,0,0.954
2023-01-06 02:00,2023-01-06 02:00,10.375,0.766,0,0,1.227,0,0,0.793
2023-01-06 03:00,2023-01-06 03:00,9.696,0.249,0,0,1.230,0,0,0.389
2023-01-06 04:00,2023-01-06 04:00,7.927,0.051,0,0,1.238,0,0,0.087
2023-01-06 05:00,2023-01-06 05:00,5.921,0.009,0,0,1.247,0,0,0.125
2023-01-06 06:00,2023-01-06 06:00,4.708,0.003,0,0,1.253,0,0,0.248
2023-01-06 07:00,2023-01-06 07:00,4.436,0.004,0,0,1.256,0,0,0.440
2023-01-06 08:00,2023-01-06 08:00,4.703,0.005,0,0,1.258,21.979,67.309,0.710
2023-01-06 09:00,2023-01-06 09:00,5.587,0.004,0,0,1.257,83.764,215.550,0.858
2023-01-06 10:00,2023-01-06 10:00,6.460,0.002,0,0,1.254,122.668,321.560,0.969
2023-01-06 11:00,2023-01-06 11:00,7.176,0.001,0,0,1.249,106.562,376.827,0.991
2023-01-06 12:00,2023-01-06 12:00,7.776,0.001,0,0,1.245,106.649,377.593,0.974
2023-01-06 13:00,2023-01-06 13:00,8.624,0.006,0,0,1.240,138.911,323.822,0.969
2023-01-06 14:00,2023-01-06 14:00,8.842,0.023,0,0,1.235,73.591,219.158,0.984
2023-01-06 15:00,2023-01-06 15:00,8.685,0.049,0,0,1.232,16.485,71.519,0.994
2023-01-06 16:00,2023-01-06 16:00,8.902,0.097,0,0,1.230,0,0,0.996
2023-01-06 17:00,2023-01-06 17:00,9.944,0.167,0,0,1.226,0,0,0.998
2023-01-06 18:00,2023-01-06 18:00,10.818,0.076,0,0,1.223,0,0,0.992
2023-01-06 19:00,2023-01-06 19:00,10.989,0.061,0,0,1.222,0,0,0.981
2023-01-06 20:00,2023-01-06 20:00,10.908,0.088,0,0,1.222,0,0,0.987
2023-01-06 21:00,2023-01-06 21:00,10.895,0.192,0,0,1.222,0,0,0.992
2023-01-06 22:00,2023-01-06 22:00,10.831,0.230,0,0,1.222,0,0,0.990
2023-01-06 23:00,2023-01-06 23:00,10.610,0.157,0,0,1.223,0,0,0.992
2023-01-07 00:00,2023-01-07 00:00,10.343,0.028,0,0,1.223,0,0,0.987
2023-01-07 01:00,2023-01-07 01:00,9.913,0.007,0,0,1.223,0,0,0.977
2023-01-07 02:00,2023-01-07 02:00,9.633,0.007,0,0,1.224,0,0,0.946
2023-01-07 03:00,2023-01-07 03:00,9.500,0.007,0,0,1.223,0,0,0.954
2023-01-07 04:00,2023-01-07 04:00,9.453,0.013,0,0,1.222,0,0,0.957
2023-01-07 05:00,2023-01-07 05:00,9.360,0.020,0,0,1.221,0,0,0.959
2023-01-07 06:00,2023-01-07 06:00,9.301,0.086,0,0,1.220,0,0,0.921
2023-01-07 07:00,2023-01-07 07:00,9.326,0.376,0,0,1.219,0,0,0.911
2023-01-07 08:00,2023-01-07 08:00,9.411,0.800,0,0,1.218,7.624,69.587,0.952
2023-01-07 09:00,2023-01-07 09:00,9.281,1.078,0,0,1.219,18.501,218.220,0.995
2023-01-07 10:00,2023-01-07 10:00,9.011,1.226,0,0,1.219,22.318,324.310,0.995
2023-01-07 11:00,2023-01-07 11:00,8.870,0.857,0,0,1.218,27.483,379.666,0.997
2023-01-07 12:00,2023-01-07 12:00,9.207,0.309,0,0,1.215,18.956,380.432,0.997
2023-01-07 13:00,2023-01-07 13:00,10.293,0.122,0,0,1.208,27.322,326.608,0.929
2023-01-07 14:00,2023-01-07 14:00,10.932,0.077,0,0,1.205,76.099,221.845,0.340
2023-01-07 15:00,2023-01-07 15:00,9.808,0.050,0,0,1.209,28.929,73.890,0.113
2023-01-07 16:00,2023-01-07 16:00,8.795,0.106,0,0,1.214,0,0.001,0.294
2023-01-07 17:00,2023-01-07 17:00,8.717,0.147,0,0,1.215,0,0,0.487
2023-01-07 18:00,2023-01-07 18:00,8.615,0.295,0,0,1.215,0,0,0.302
2023-01-07 19:00,2023-01-07 19:00,7.997,0.077,0,0,1.218,0,0,0.135
2023-01-07 20:00,2023-01-07 20:00,7.109,0.008,0,0,1.222,0,0,0.062
2023-01-07 21:00,2023-01-07 21:00,6.355,0.002,0,0,1.226,0,0,0.049
2023-01-07 22:00,2023-01-07 22:00,6.114,0.003,0,0,1.227,0,0,0.052
2023-01-07 23:00,2023-01-07 23:00,6.321,0.006,0,0,1.225,0,0,0.086
2023-01-08 00:00,2023-01-08 00:00,6.507,0.018,0,0,1.224,0,0,0.157
2023-01-08 01:00,2023-01-08 01:00,6.726,0.056,0,0,1.223,0,0,0.191
2023-01-08 02:00,2023-01-08 02:00,6.899,0.170,0,0,1.222,0,0,0.223
2023-01-08 03:00,2023-01-08 03:00,7.069,0.259,0,0,1.221,0,0,0.344
2023-01-08 04:00,2023-01-08 04:00,7.112,0.225,0,0,1.221,0,0,0.468
2023-01-08 05:00,2023-01-08 05:00,7.162,0.195,0,0,1.220,0,0,0.579
2023-01-08 06:00,2023-01-08 06:00,7.332,0.151,0,0,1.219,0,0,0.622
2023-01-08 07:00,2023-01-08 07:00,7.480,0.107,0,0,1.218,0,0,0.642
2023-01-08 08:00,2023-01-08 08:00,7.605,0.117,0,0,1.217,11.672,71.998,0.665
2023-01-08 09:00,2023-01-08 09:00,7.990,0.150,0,0,1.216,51.922,221.032,0.680
2023-01-08 10:00,2023-01-08 10:00,8.466,0.247,0,0,1.214,81.976,327.185,0.696
2023-01-08 11:00,2023-01-08 11:00,8.843,0.285,0,0,1.211,108.426,382.577,0.640
2023-01-08 12:00,2023-01-08 12:00,8.959,0.379,0,0,1.209,118.296,383.343,0.751
2023-01-08 13:00,2023-01-08 13:00,8.617,0.747,0,0,1.210,71.874,329.483,0.762
2023-01-08 14:00,2023-01-08 14:00,8.176,0.506,0,0,1.210,46.782,224.676,0.692
2023-01-08 15:00,2023-01-08 15:00,7.566,0.369,0,0,1.212,12.059,76.448,0.755
2023-01-08 16:00,2023-01-08 16:00,6.977,0.394,0,0,1.214,0,0.002,0.714
2023-01-08 17:00,2023-01-08 17:00,6.336,0.147,0,0,1.217,0,0,0.528
2023-01-08 18:00,2023-01-08 18:00,5.461,0.019,0,0,1.220,0,0,0.461
2023-01-08 19:00,2023-01-08 19:00,4.844,0.004,0,0,1.223,0,0,0.434
2023-01-08 20:00,2023-01-08 20:00,4.416,0.008,0,0,1.225,0,0,0.458
2023-01-08 21:00,2023-01-08 21:00,4.344,0.020,0,0,1.225,0,0,0.532
2023-01-08 22:00,2023-01-08 22:00,4.468,0.061,0,0,1.223,0,0,0.678
2023-01-08 23:00,2023-01-08 23:00,5.011,0.208,0,0,1.221,0,0,0.842
2023-01-09 00:00,2023-01-09 00:00,5.465,0.309,0,0,1.220,0,0,0.831
2023-01-09 01:00,2023-01-09 01:00,5.521,0.333,0,0,1.221,0,0,0.767
2023-01-09 02:00,2023-01-09 02:00,5.414,0.305,0,0,1.223,0,0,0.692
2023-01-09 03:00,2023-01-09 03:00,5.202,0.148,0,0,1.226,0,0,0.724
2023-01-09 04:00,2023-01-09 04:00,4.991,0.092,0,0,1.228,0,0,0.893
2023-01-09 05:00,2023-01-09 05:00,4.955,0.052,0,0,1.230,0,0,0.934
2023-01-09 06:00,2023-01-09 06:00,4.994,0.024,0,0,1.231,0,0,0.908
2023-01-09 07:00,2023-01-09 07:00,4.965,0.014,0,0,1.232,0,0,0.782
2023-01-09 08:00,2023-01-09 08:00,4.935,0.014,0,0,1.234,15.267,74.618,0.644
2023-01-09 09:00,2023-01-09 09:00,5.400,0.087,0,0,1.234,75.072,223.988,0.369
2023-01-09 10:00,2023-01-09 10:00,6.191,0.275,0,0,1.233,168.204,330.310,0.190
2023-01-09 11:00,2023-01-09 11:00,7.074,0.375,0,0,1.230,230.028,385.791,0.105
2023-01-09 12:00,2023-01-09 12:00,7.537,0.133,0,0,1.230,238.028,386.557,0.066
2023-01-09 13:00,2023-01-09 13:00,7.510,0.041,0,0,1.231,196.627,332.608,0.070
2023-01-09 14:00,2023-01-09 14:00,7.014,0.034,0,0,1.233,120.632,227.720,0.070
2023-01-09 15:00,2023-01-09 15:00,5.994,0.011,0,0,1.238,31.794,79.171,0.064
2023-01-09 16:00,2023-01-09 16:00,4.964,0.005,0,0,1.243,0.001,0.005,0.054
2023-01-09 17:00,2023-01-09 17:00,4.454,0.004,0,0,1.247,0,0,0.074
2023-01-09 18:00,2023-01-09 18:00,4.260,0.001,0,0,1.249,0,0,0.117
2023-01-09 19:00,2023-01-09 19:00,4.036,0.001,0,0,1.251,0,0,0.200
2023-01-09 20:00,2023-01-09 20:00,3.637,0.001,0,0,1.254,0,0,0.480
2023-01-09 21:00,2023-01-09 21:00,3.332,0,0,0,1.256,0,0,0.881
2023-01-09 22:00,2023-01-09 22:00,3.451,0,0,0,1.258,0,0,0.984
2023-01-09 23:00,2023-01-09 23:00,3.571,0,0,0,1.259,0,0,0.979
2023-01-10 00:00,2023-01-10 00:00,3.435,0,0,0,1.259,0,0,0.935
2023-01-10 01:00,2023-01-10 01:00,2.964,0,0,0,1.260,0,0,0.792
2023-01-10 02:00,2023-01-10 02:00,2.575,0,0,0,1.261,0,0,0.897
2023-01-10 03:00,2023-01-10 03:00,2.596,0,0,0,1.261,0,0,0.925
2023-01-10 04:00,2023-01-10 04:00,2.611,0.004,0,0,1.259,0,0,0.977
2023-01-10 05:00,2023-01-10 05:00,3.470,0.049,0,0,1.256,0,0,0.990
2023-01-10 06:00,2023-01-10 06:00,4.789,0.390,0,0,1.251,0,0,0.983
2023-01-10 07:00,2023-01-10 07:00,5.905,0.996,0,0,1.246,0,0,0.985
2023-01-10 08:00,2023-01-10 08:00,6.316,1.826,0,0,1.244,5.105,77.427,0.992
2023-01-10 09:00,2023-01-10 09:00,5.877,2.059,0,0,1.246,18.545,227.157,0.991
2023-01-10 10:00,2023-01-10 10:00,5.807,1.553,0,0,1.245,25.679,333.560,0.990
2023-01-10 11:00,2023-01-10 11:00,6.967,0.742,0,0,1.237,31.611,389.041,0.993
2023-01-10 12:00,2023-01-10 12:00,9.348,0.133,0,0,1.223,41.612,389.843,0.992
2023-01-10 13:00,2023-01-10 13:00,11.337,0.043,0,0,1.213,79.402,335.858,0.984
2023-01-10 14:00,2023-01-10 14:00,11.913,0.054,0,0,1.209,43.781,230.863,0.981
2023-01-10 15:00,2023-01-10 15:00,11.685,0.060,0,0,1.209,10.340,82.104,0.987
2023-01-10 16:00,2023-01-10 16:00,11.576,0.073,0,0,1.209,0.001,0.017,0.993
2023-01-10 17:00,2023-01-10 17:00,11.558,0.088,0,0,1.209,0,0,0.985
2023-01-10 18:00,2023-01-10 18:00,11.506,0.141,0,0,1.209,0,0,0.979
2023-01-10 19:00,2023-01-10 19:00,11.434,0.253,0,0,1.209,0,0,0.983
2023-01-10 20:00,2023-01-10 20:00,11.448,0.450,0,0,1.209,0,0,0.979
2023-01-10 21:00,2023-01-10 21:00,11.506,0.320,0,0,1.208,0,0,0.890
2023-01-10 22:00,2023-01-10 22:00,11.175,0.125,0,0,1.211,0,0,0.810
2023-01-10 23:00,2023-01-10 23:00,10.063,0.037,0,0,1.217,0,0,0.611
2023-01-11 00:00,2023-01-11 00:00,8.849,0.010,0,0,1.225,0,0,0.514
2023-01-11 01:00,2023-01-11 01:00,8.143,0.005,0,0,1.229,0,0,0.380
2023-01-11 02:00,2023-01-11 02:00,7.529,0.004,0,0,1.232,0,0,0.184
2023-01-11 03:00,2023-01-11 03:00,6.710,0.002,0,0,1.235,0,0,0.271
2023-01-11 04:00,2023-01-11 04:00,6.145,0.001,0,0,1.239,0,0,0.435
2023-01-11 05:00,2023-01-11 05:00,6.267,0.002,0,0,1.241,0,0,0.641
2023-01-11 06:00,2023-01-11 06:00,6.301,0.004,0,0,1.242,0,0,0.753
2023-01-11 07:00,2023-01-11 07:00,6.186,0.006,0,0,1.244,0,0,0.886
2023-01-11 08:00,2023-01-11 08:00,6.051,0.006,0,0,1.246,14.202,80.422,0.881
2023-01-11 09:00,2023-01-11 09:00,6.355,0.002,0,0,1.246,69.139,230.425,0.391
2023-01-11 10:00,2023-01-11 10:00,7.371,0.002,0,0,1.242,170.952,336.935,0.162
2023-01-11 11:00,2023-01-11 11:00,8.771,0.017,0,0,1.235,220.173,392.541,0.190
2023-01-11 12:00,2023-01-11 12:00,9.511,0.032,0,0,1.231,203.996,393.343,0.369
2023-01-11 13:00,2023-01-11 13:00,9.371,0.032,0,0,1.230,115.302,339.322,0.654
2023-01-11 14:00,2023-01-11 14:00,9.067,0.083,0,0,1.229,84.100,234.175,0.394
2023-01-11 15:00,2023-01-11 15:00,8.676,0.553,0,0,1.230,19.808,85.225,0.831
2023-01-11 16:00,2023-01-11 16:00,8.536,0.500,0,0,1.230,0.002,0.041,0.984
2023-01-11 17:00,2023-01-11 17:00,8.544,0.182,0,0,1.230,0,0,0.993
2023-01-11 18:00,2023-01-11 18:00,8.545,0.095,0,0,1.230,0,0,0.992
2023-01-11 19:00,2023-01-11 19:00,8.546,0.135,0,0,1.230,0,0,0.992
2023-01-11 20:00,2023-01-11 20:00,8.551,0.235,0,0,1.230,0,0,0.992
2023-01-11 21:00,2023-01-11 21:00,8.697,0.276,0,0,1.229,0,0,0.993
2023-01-11 22:00,2023-01-11 22:00,9.047,0.158,0,0,1.227,0,0,0.996
2023-01-11 23:00,2023-01-11 23:00,9.430,0.110,0,0,1.224,0,0,0.997
2023-01-12 00:00,2023-01-12 00:00,9.637,0.470,0,0,1.221,0,0,0.996
2023-01-12 01:00,2023-01-12 01:00,9.862,0.913,0,0,1.219,0,0,0.996
2023-01-12 02:00,2023-01-12 02:00,10.375,0.462,0,0,1.215,0,0,0.984
2023-01-12 03:00,2023-01-12 03:00,10.732,0.165,0,0,1.213,0,0,0.866
2023-01-12 04:00,2023-01-12 04:00,10.804,0.083,0,0,1.213,0,0,0.806
2023-01-12 05:00,2023-01-12 05:00,10.782,0.056,0,0,1.214,0,0,0.793
2023-01-12 06:00,2023-01-12 06:00,10.728,0.049,0,0,1.214,0,0,0.968
2023-01-12 07:00,2023-01-12 07:00,10.722,0.065,0,0,1.215,0,0.010,0.980
2023-01-12 08:00,2023-01-12 08:00,10.772,0.183,0,0,1.215,8.735,83.606,0.986
2023-01-12 09:00,2023-01-12 09:00,10.946,0.457,0,0,1.214,25.870,233.862,0.995
2023-01-12 10:00,2023-01-12 10:00,11.138,0.581,0,0,1.213,33.825,340.524,0.996
2023-01-12 11:00,2023-01-12 11:00,11.254,0.434,0,0,1.212,36.595,396.166,0.996
2023-01-12 12:00,2023-01-12 12:00,11.319,0.276,0,0,1.212,41.469,396.968,0.996
2023-01-12 13:00,2023-01-12 13:00,11.318,0.195,0,0,1.211,37.048,342.858,0.987
2023-01-12 14:00,2023-01-12 14:00,11.236,0.204,0,0,1.211,24.607,237.675,0.953
2023-01-12 15:00,2023-01-12 15:00,11.146,0.265,0,0,1.211,5.710,88.501,0.698
2023-01-12 16:00,2023-01-12 16:00,10.712,0.219,0,0,1.212,0.007,0.088,0.342
2023-01-12 17:00,2023-01-12 17:00,9.670,0.106,0,0,1.217,0,0,0.201
2023-01-12 18:00,2023-01-12 18:00,8.158,0.357,0,0,1.225,0,0,0.045
2023-01-12 19:00,2023-01-12 19:00,6.885,0.010,0,0,1.231,0,0,0.022
