# Renewables.ninja Solar photovoltaic power (PV) (Point API) - 51.499, -0.178 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060
# Units: time in UTC, local_time in Europe/London, electricity in kW, irradiance_direct in unknown, irradiance_diffuse in unknown, temperature in ºC, missing in binary flag
# {"units": {"time": "UTC", "local_time": "Europe/London", "electricity": "kW", "irradiance_direct": "unknown", "irradiance_diffuse": "unknown", "temperature": "\u00baC", "missing": "binary flag"}, "params": {"local_time": true, "header": true, "lat": "51.49904329102422", "lon": "-0.17807716542054033", "date_from": "2015-01-01", "date_to": "2015-12-31", "dataset": "sarah", "capacity": "1", "system_loss": "0.1", "tracking": "0", "tilt": "40", "azim": "176", "raw": true}}
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,missing
2015-06-13 00:00,2015-06-13 01:00,0,0,0,14.880,0
2015-06-13 01:00,2015-06-13 02:00,0,0,0,14.367,0
2015-06-13 02:00,2015-06-13 03:00,0,0,0,13.992,0
2015-06-13 03:00,2015-06-13 04:00,0,0,0,13.547,0
2015-06-13 04:00,2015-06-13 05:00,0,0,0.006,13.290,0
2015-06-13 05:00,2015-06-13 06:00,0.003,0,0.012,13.482,0
2015-06-13 06:00,2015-06-13 07:00,0.056,0.002,0.075,14.005,0
2015-06-13 07:00,2015-06-13 08:00,0.069,0,0.091,14.669,0
2015-06-13 08:00,2015-06-13 09:00,0.098,0.001,0.122,15.382,0
2015-06-13 09:00,2015-06-13 10:00,0.077,0,0.101,16.045,0
2015-06-13 10:00,2015-06-13 11:00,0.101,0,0.128,16.535,0
2015-06-13 11:00,2015-06-13 12:00,0.102,0,0.129,16.924,0
2015-06-13 12:00,2015-06-13 13:00,0.094,0,0.120,17.379,0
2015-06-13 13:00,2015-06-13 14:00,0.136,0,0.167,18.015,0
2015-06-13 14:00,2015-06-13 15:00,0.357,0.113,0.307,18.578,0
2015-06-13 15:00,2015-06-13 16:00,0.434,0.221,0.293,18.684,0
2015-06-13 16:00,2015-06-13 17:00,0.255,0.048,0.252,18.480,0
2015-06-13 17:00,2015-06-13 18:00,0.115,0.002,0.142,17.991,0
2015-06-13 18:00,2015-06-13 19:00,0.067,0,0.090,17.233,0
2015-06-13 19:00,2015-06-13 20:00,0.011,-0,0.023,15.651,0
2015-06-13 20:00,2015-06-13 21:00,0,-0,0.001,14.219,0
2015-06-13 21:00,2015-06-13 22:00,0,0,0,13.829,0
2015-06-13 22:00,2015-06-13 23:00,0,0,0,13.523,0
2015-06-13 23:00,2015-06-14 00:00,0,0,0,13.070,0
2015-06-14 00:00,2015-06-14 01:00,0,0,0,12.628,0
2015-06-14 01:00,2015-06-14 02:00,0,0,0,12.012,0
2015-06-14 02:00,2015-06-14 03:00,0,0,0,11.509,0
2015-06-14 03:00,2015-06-14 04:00,0,0,0,11.116,0
2015-06-14 04:00,2015-06-14 05:00,0.003,0,0.012,11.788,0
2015-06-14 05:00,2015-06-14 06:00,0.027,0,0.043,13.183,0
2015-06-14 06:00,2015-06-14 07:00,0.079,0.003,0.099,14.440,0
2015-06-14 07:00,2015-06-14 08:00,0.118,0.002,0.143,15.573,0
2015-06-14 08:00,2015-06-14 09:00,0.084,0,0.108,16.364,0
2015-06-14 09:00,2015-06-14 10:00,0.085,0,0.110,16.623,0
2015-06-14 10:00,2015-06-14 11:00,0.080,0,0.105,16.473,0
2015-06-14 11:00,2015-06-14 12:00,0.104,0,0.130,16.568,0
2015-06-14 12:00,2015-06-14 13:00,0.137,0,0.167,16.571,0
2015-06-14 13:00,2015-06-14 14:00,0.297,0.042,0.303,16.589,0
2015-06-14 14:00,2015-06-14 15:00,0.368,0.111,0.318,16.776,0
2015-06-14 15:00,2015-06-14 16:00,0.151,0.001,0.182,17.001,0
2015-06-14 16:00,2015-06-14 17:00,0.127,0.001,0.155,16.799,0
2015-06-14 17:00,2015-06-14 18:00,0.062,0,0.084,16.228,0
2015-06-14 18:00,2015-06-14 19:00,0.038,-0,0.057,15.230,0
2015-06-14 19:00,2015-06-14 20:00,0.018,0,0.032,13.793,0
2015-06-14 20:00,2015-06-14 21:00,0,-0,0.001,12.444,0
2015-06-14 21:00,2015-06-14 22:00,0,0,0,11.610,0
2015-06-14 22:00,2015-06-14 23:00,0,0,0,11.023,0
2015-06-14 23:00,2015-06-15 00:00,0,0,0,10.606,0
2015-06-15 00:00,2015-06-15 01:00,0,0,0,10.297,0
2015-06-15 01:00,2015-06-15 02:00,0,0,0,10.028,0
2015-06-15 02:00,2015-06-15 03:00,0,0,0,9.761,0
2015-06-15 03:00,2015-06-15 04:00,0,0,0,9.460,0
2015-06-15 04:00,2015-06-15 05:00,0,-0,0.004,9.346,0
2015-06-15 05:00,2015-06-15 06:00,0.012,-0,0.025,9.938,0
2015-06-15 06:00,2015-06-15 07:00,0.059,0,0.079,11.028,0
2015-06-15 07:00,2015-06-15 08:00,0.156,0.012,0.172,12.154,0
2015-06-15 08:00,2015-06-15 09:00,0.296,0.071,0.268,13.444,0
2015-06-15 09:00,2015-06-15 10:00,0.471,0.244,0.305,14.788,0
2015-06-15 10:00,2015-06-15 11:00,0.653,0.534,0.259,16.105,0
2015-06-15 11:00,2015-06-15 12:00,0.752,0.739,0.204,17.155,0
2015-06-15 12:00,2015-06-15 13:00,0.685,0.558,0.290,17.877,0
2015-06-15 13:00,2015-06-15 14:00,0.449,0.151,0.380,18.264,0
2015-06-15 14:00,2015-06-15 15:00,0.249,0.014,0.279,18.466,0
2015-06-15 15:00,2015-06-15 16:00,0.252,0.039,0.258,18.441,0
2015-06-15 16:00,2015-06-15 17:00,0.286,0.081,0.254,18.046,0
2015-06-15 17:00,2015-06-15 18:00,0.185,0.029,0.192,17.321,0
2015-06-15 18:00,2015-06-15 19:00,0.091,0,0.116,16.099,0
2015-06-15 19:00,2015-06-15 20:00,0.034,0,0.052,13.448,0
2015-06-15 20:00,2015-06-15 21:00,0,0,0.005,10.953,0
2015-06-15 21:00,2015-06-15 22:00,0,0,0,9.918,0
2015-06-15 22:00,2015-06-15 23:00,0,0,0,9.022,0
2015-06-15 23:00,2015-06-16 00:00,0,0,0,8.241,0
2015-06-16 00:00,2015-06-16 01:00,0,0,0,7.839,0
2015-06-16 01:00,2015-06-16 02:00,0,0,0,7.952,0
2015-06-16 02:00,2015-06-16 03:00,0,0,0,8.280,0
2015-06-16 03:00,2015-06-16 04:00,0,0,0,8.213,0
2015-06-16 04:00,2015-06-16 05:00,0.003,0,0.011,8.732,0
2015-06-16 05:00,2015-06-16 06:00,0.026,0,0.041,10.004,0
2015-06-16 06:00,2015-06-16 07:00,0.064,0.009,0.077,12.215,0
2015-06-16 07:00,2015-06-16 08:00,0.204,0.053,0.186,14.618,0
2015-06-16 08:00,2015-06-16 09:00,0.401,0.229,0.240,16.919,0
2015-06-16 09:00,2015-06-16 10:00,0.597,0.537,0.189,18.519,0
2015-06-16 10:00,2015-06-16 11:00,0.711,0.727,0.168,19.661,0
2015-06-16 11:00,2015-06-16 12:00,0.679,0.579,0.272,20.544,0
2015-06-16 12:00,2015-06-16 13:00,0.703,0.630,0.261,21.138,0
2015-06-16 13:00,2015-06-16 14:00,0.535,0.354,0.298,21.446,0
2015-06-16 14:00,2015-06-16 15:00,0.465,0.280,0.281,21.432,0
2015-06-16 15:00,2015-06-16 16:00,0.343,0.111,0.297,21.205,0
2015-06-16 16:00,2015-06-16 17:00,0.228,0.030,0.243,21.005,0
2015-06-16 17:00,2015-06-16 18:00,0.141,0.012,0.162,20.652,0
2015-06-16 18:00,2015-06-16 19:00,0.083,0,0.109,19.758,0
2015-06-16 19:00,2015-06-16 20:00,0.028,0,0.045,17.393,0
2015-06-16 20:00,2015-06-16 21:00,0,0,0.006,15.235,0
2015-06-16 21:00,2015-06-16 22:00,0,0,0,14.407,0
2015-06-16 22:00,2015-06-16 23:00,0,0,0,13.845,0
2015-06-16 23:00,2015-06-17 00:00,0,0,0,13.439,0
2015-06-17 00:00,2015-06-17 01:00,0,0,0,12.851,0
2015-06-17 01:00,2015-06-17 02:00,0,0,0,12.173,0
2015-06-17 02:00,2015-06-17 03:00,0,0,0,11.583,0
2015-06-17 03:00,2015-06-17 04:00,0,0,0,10.924,0
2015-06-17 04:00,2015-06-17 05:00,0.006,0,0.016,11.059,0
2015-06-17 05:00,2015-06-17 06:00,0.044,0,0.063,12.066,0
2015-06-17 06:00,2015-06-17 07:00,0.171,0.118,0.084,13.830,0
2015-06-17 07:00,2015-06-17 08:00,0.294,0.180,0.161,15.988,0
2015-06-17 08:00,2015-06-17 09:00,0.280,0.084,0.244,18.117,0
2015-06-17 09:00,2015-06-17 10:00,0.386,0.130,0.327,19.927,0
2015-06-17 10:00,2015-06-17 11:00,0.593,0.460,0.272,21.318,0
2015-06-17 11:00,2015-06-17 12:00,0.536,0.274,0.383,22.311,0
2015-06-17 12:00,2015-06-17 13:00,0.579,0.346,0.374,23.017,0
2015-06-17 13:00,2015-06-17 14:00,0.538,0.290,0.374,23.422,0
2015-06-17 14:00,2015-06-17 15:00,0.432,0.163,0.361,23.576,0
2015-06-17 15:00,2015-06-17 16:00,0.407,0.192,0.300,23.363,0
2015-06-17 16:00,2015-06-17 17:00,0.312,0.141,0.233,22.709,0
2015-06-17 17:00,2015-06-17 18:00,0.157,0.022,0.171,21.877,0
2015-06-17 18:00,2015-06-17 19:00,0.094,0,0.121,20.558,0
2015-06-17 19:00,2015-06-17 20:00,0.012,0,0.025,18.942,0
2015-06-17 20:00,2015-06-17 21:00,0,-0,0.001,17.610,0
2015-06-17 21:00,2015-06-17 22:00,0,0,0,16.832,0
2015-06-17 22:00,2015-06-17 23:00,0,0,0,16.368,0
2015-06-17 23:00,2015-06-18 00:00,0,0,0,15.935,0
2015-06-18 00:00,2015-06-18 01:00,0,0,0,15.212,0
2015-06-18 01:00,2015-06-18 02:00,0,0,0,14.265,0
2015-06-18 02:00,2015-06-18 03:00,0,0,0,13.365,0
2015-06-18 03:00,2015-06-18 04:00,0,0,0,12.311,0
2015-06-18 04:00,2015-06-18 05:00,0.005,0,0.015,11.915,0
2015-06-18 05:00,2015-06-18 06:00,0.041,0,0.059,12.373,0
2015-06-18 06:00,2015-06-18 07:00,0.131,0.025,0.133,13.008,0
2015-06-18 07:00,2015-06-18 08:00,0.217,0.055,0.198,14.071,0
2015-06-18 08:00,2015-06-18 09:00,0.429,0.299,0.199,15.259,0
2015-06-18 09:00,2015-06-18 10:00,0.639,0.637,0.138,16.353,0
2015-06-18 10:00,2015-06-18 11:00,0.716,0.717,0.173,17.465,0
2015-06-18 11:00,2015-06-18 12:00,0.751,0.752,0.197,18.479,0
2015-06-18 12:00,2015-06-18 13:00,0.749,0.739,0.212,19.219,0
2015-06-18 13:00,2015-06-18 14:00,0.721,0.707,0.202,19.644,0
2015-06-18 14:00,2015-06-18 15:00,0.604,0.490,0.251,19.829,0
2015-06-18 15:00,2015-06-18 16:00,0.445,0.241,0.288,19.654,0
2015-06-18 16:00,2015-06-18 17:00,0.304,0.102,0.257,19.427,0
2015-06-18 17:00,2015-06-18 18:00,0.190,0.038,0.190,18.907,0
2015-06-18 18:00,2015-06-18 19:00,0.097,0,0.124,17.776,0
2015-06-18 19:00,2015-06-18 20:00,0.025,0,0.042,15.543,0
2015-06-18 20:00,2015-06-18 21:00,0,-0,0.002,13.186,0
2015-06-18 21:00,2015-06-18 22:00,0,0,0,12.137,0
2015-06-18 22:00,2015-06-18 23:00,0,0,0,11.215,0
2015-06-18 23:00,2015-06-19 00:00,0,0,0,10.464,0
2015-06-19 00:00,2015-06-19 01:00,0,0,0,9.975,0
2015-06-19 01:00,2015-06-19 02:00,0,0,0,9.632,0
2015-06-19 02:00,2015-06-19 03:00,0,0,0,8.956,0
2015-06-19 03:00,2015-06-19 04:00,0,0,0,8.516,0
2015-06-19 04:00,2015-06-19 05:00,0.002,0,0.010,8.987,0
2015-06-19 05:00,2015-06-19 06:00,0.038,0,0.056,10.273,0
2015-06-19 06:00,2015-06-19 07:00,0.158,0.074,0.112,12.670,0
2015-06-19 07:00,2015-06-19 08:00,0.170,0.035,0.165,14.150,0
2015-06-19 08:00,2015-06-19 09:00,0.196,0.024,0.207,15.285,0
2015-06-19 09:00,2015-06-19 10:00,0.263,0.038,0.268,16.469,0
2015-06-19 10:00,2015-06-19 11:00,0.275,0.025,0.296,17.314,0
2015-06-19 11:00,2015-06-19 12:00,0.545,0.294,0.359,18.169,0
2015-06-19 12:00,2015-06-19 13:00,0.460,0.145,0.402,18.763,0
2015-06-19 13:00,2015-06-19 14:00,0.551,0.332,0.334,19.356,0
2015-06-19 14:00,2015-06-19 15:00,0.627,0.551,0.222,19.703,0
2015-06-19 15:00,2015-06-19 16:00,0.524,0.442,0.190,19.800,0
2015-06-19 16:00,2015-06-19 17:00,0.373,0.263,0.177,19.599,0
2015-06-19 17:00,2015-06-19 18:00,0.206,0.079,0.167,19.107,0
2015-06-19 18:00,2015-06-19 19:00,0.096,0,0.122,17.984,0
2015-06-19 19:00,2015-06-19 20:00,0.038,0,0.057,16.241,0
2015-06-19 20:00,2015-06-19 21:00,0,0,0.004,14.020,0
2015-06-19 21:00,2015-06-19 22:00,0,0,0,13.125,0
2015-06-19 22:00,2015-06-19 23:00,0,0,0,12.444,0
2015-06-19 23:00,2015-06-20 00:00,0,0,0,11.544,0
2015-06-20 00:00,2015-06-20 01:00,0,0,0,10.870,0
2015-06-20 01:00,2015-06-20 02:00,0,0,0,10.542,0
2015-06-20 02:00,2015-06-20 03:00,0,0,0,10.308,0
2015-06-20 03:00,2015-06-20 04:00,0,0,0,10.171,0
2015-06-20 04:00,2015-06-20 05:00,0,-0,0.003,10.859,0
2015-06-20 05:00,2015-06-20 06:00,0.012,0,0.025,12.186,0
2015-06-20 06:00,2015-06-20 07:00,0.074,0.002,0.094,13.621,0
2015-06-20 07:00,2015-06-20 08:00,0.139,0.008,0.159,14.412,0
2015-06-20 08:00,2015-06-20 09:00,0.279,0.057,0.265,14.896,0
2015-06-20 09:00,2015-06-20 10:00,0.288,0.050,0.284,15.332,0
2015-06-20 10:00,2015-06-20 11:00,0.255,0.017,0.280,15.949,0
2015-06-20 11:00,2015-06-20 12:00,0.162,0,0.194,16.721,0
2015-06-20 12:00,2015-06-20 13:00,0.135,0,0.165,17.489,0
2015-06-20 13:00,2015-06-20 14:00,0.208,0.001,0.245,17.824,0
2015-06-20 14:00,2015-06-20 15:00,0.206,0.002,0.241,17.728,0
2015-06-20 15:00,2015-06-20 16:00,0.261,0.034,0.272,17.923,0
2015-06-20 16:00,2015-06-20 17:00,0.158,0.008,0.183,18.289,0
2015-06-20 17:00,2015-06-20 18:00,0.103,0.013,0.118,18.618,0
2015-06-20 18:00,2015-06-20 19:00,0.025,0,0.041,18.448,0
2015-06-20 19:00,2015-06-20 20:00,0.018,0,0.033,16.775,0
2015-06-20 20:00,2015-06-20 21:00,0,0,0.004,14.879,0
2015-06-20 21:00,2015-06-20 22:00,0,0,0,14.451,0
2015-06-20 22:00,2015-06-20 23:00,0,0,0,14.074,0
2015-06-20 23:00,2015-06-21 00:00,0,0,0,13.598,0
2015-06-21 00:00,2015-06-21 01:00,0,0,0,13.055,0
2015-06-21 01:00,2015-06-21 02:00,0,0,0,12.492,0
2015-06-21 02:00,2015-06-21 03:00,0,0,0,12.112,0
2015-06-21 03:00,2015-06-21 04:00,0,0,0,11.886,0
2015-06-21 04:00,2015-06-21 05:00,0,-0,0.003,12.080,0
2015-06-21 05:00,2015-06-21 06:00,0.008,-0,0.019,12.602,0
2015-06-21 06:00,2015-06-21 07:00,0.023,0,0.039,13.208,0
2015-06-21 07:00,2015-06-21 08:00,0.079,0.001,0.101,14.052,0
2015-06-21 08:00,2015-06-21 09:00,0.160,0.003,0.188,15.253,0
2015-06-21 09:00,2015-06-21 10:00,0.266,0.062,0.248,16.725,0
2015-06-21 10:00,2015-06-21 11:00,0.497,0.230,0.361,17.982,0
2015-06-21 11:00,2015-06-21 12:00,0.485,0.180,0.398,18.880,0
2015-06-21 12:00,2015-06-21 13:00,0.433,0.110,0.404,19.136,0
2015-06-21 13:00,2015-06-21 14:00,0.519,0.253,0.371,19.295,0
2015-06-21 14:00,2015-06-21 15:00,0.447,0.172,0.359,18.965,0
2015-06-21 15:00,2015-06-21 16:00,0.339,0.086,0.311,18.380,0
2015-06-21 16:00,2015-06-21 17:00,0.299,0.103,0.247,17.834,0
2015-06-21 17:00,2015-06-21 18:00,0.170,0.020,0.184,17.298,0
2015-06-21 18:00,2015-06-21 19:00,0.089,0,0.114,16.262,0
2015-06-21 19:00,2015-06-21 20:00,0.041,0,0.060,15.094,0
2015-06-21 20:00,2015-06-21 21:00,0,0,0.006,14.051,0
2015-06-21 21:00,2015-06-21 22:00,0,0,0,13.391,0
2015-06-21 22:00,2015-06-21 23:00,0,0,0,12.766,0
2015-06-21 23:00,2015-06-22 00:00,0,0,0,12.176,0
2015-06-22 00:00,2015-06-22 01:00,0,0,0,11.548,0
2015-06-22 01:00,2015-06-22 02:00,0,0,0,11.152,0
2015-06-22 02:00,2015-06-22 03:00,0,0,0,10.947,0
2015-06-22 03:00,2015-06-22 04:00,0,0,0,10.829,0
2015-06-22 04:00,2015-06-22 05:00,0.002,0,0.009,10.857,0
2015-06-22 05:00,2015-06-22 06:00,0.010,-0,0.022,11.445,0
2015-06-22 06:00,2015-06-22 07:00,0.017,0,0.031,12.097,0
2015-06-22 07:00,2015-06-22 08:00,0.060,0,0.081,12.784,0
2015-06-22 08:00,2015-06-22 09:00,0.259,0.063,0.235,13.449,0
2015-06-22 09:00,2015-06-22 10:00,0.261,0.064,0.236,14.067,0
2015-06-22 10:00,2015-06-22 11:00,0.102,0,0.128,15.098,0
2015-06-22 11:00,2015-06-22 12:00,0.167,0.001,0.198,16.025,0
2015-06-22 12:00,2015-06-22 13:00,0.327,0.070,0.310,16.294,0
2015-06-22 13:00,2015-06-22 14:00,0.504,0.266,0.328,16.229,0
2015-06-22 14:00,2015-06-22 15:00,0.526,0.395,0.226,15.947,0
2015-06-22 15:00,2015-06-22 16:00,0.510,0.369,0.231,15.685,0
2015-06-22 16:00,2015-06-22 17:00,0.315,0.114,0.251,15.698,0
2015-06-22 17:00,2015-06-22 18:00,0.195,0.050,0.179,15.403,0
2015-06-22 18:00,2015-06-22 19:00,0.089,0,0.114,14.670,0
2015-06-22 19:00,2015-06-22 20:00,0.019,0,0.034,13.341,0
2015-06-22 20:00,2015-06-22 21:00,0,-0,0.001,11.867,0
2015-06-22 21:00,2015-06-22 22:00,0,0,0,11.100,0
2015-06-22 22:00,2015-06-22 23:00,0,0,0,10.538,0
2015-06-22 23:00,2015-06-23 00:00,0,0,0,10.056,0
2015-06-23 00:00,2015-06-23 01:00,0,0,0,9.496,0
2015-06-23 01:00,2015-06-23 02:00,0,0,0,9.076,0
2015-06-23 02:00,2015-06-23 03:00,0,0,0,8.644,0
2015-06-23 03:00,2015-06-23 04:00,0,0,0,8.330,0
2015-06-23 04:00,2015-06-23 05:00,0.002,0,0.010,8.701,0
2015-06-23 05:00,2015-06-23 06:00,0.045,0,0.064,9.961,0
2015-06-23 06:00,2015-06-23 07:00,0.131,0.028,0.129,11.899,0
2015-06-23 07:00,2015-06-23 08:00,0.209,0.046,0.198,13.557,0
2015-06-23 08:00,2015-06-23 09:00,0.251,0.061,0.229,14.926,0
2015-06-23 09:00,2015-06-23 10:00,0.207,0.010,0.233,16.015,0
2015-06-23 10:00,2015-06-23 11:00,0.349,0.064,0.343,16.986,0
2015-06-23 11:00,2015-06-23 12:00,0.400,0.093,0.377,17.878,0
2015-06-23 12:00,2015-06-23 13:00,0.408,0.096,0.385,18.630,0
2015-06-23 13:00,2015-06-23 14:00,0.369,0.084,0.351,19.210,0
2015-06-23 14:00,2015-06-23 15:00,0.387,0.116,0.342,19.515,0
2015-06-23 15:00,2015-06-23 16:00,0.432,0.223,0.291,19.548,0
2015-06-23 16:00,2015-06-23 17:00,0.346,0.180,0.227,19.391,0
2015-06-23 17:00,2015-06-23 18:00,0.184,0.029,0.193,19.036,0
2015-06-23 18:00,2015-06-23 19:00,0.089,0,0.115,18.367,0
2015-06-23 19:00,2015-06-23 20:00,0.017,0,0.032,16.530,0
2015-06-23 20:00,2015-06-23 21:00,0,-0,0.002,13.775,0
2015-06-23 21:00,2015-06-23 22:00,0,0,0,12.529,0
2015-06-23 22:00,2015-06-23 23:00,0,0,0,11.820,1
2015-06-23 23:00,2015-06-24 00:00,0,0,0,11.245,0
2015-06-24 00:00,2015-06-24 01:00,0,0,0,10.738,0
2015-06-24 01:00,2015-06-24 02:00,0,0,0,10.222,0
2015-06-24 02:00,2015-06-24 03:00,0,0,0,9.811,0
2015-06-24 03:00,2015-06-24 04:00,0,0,0,9.529,0
2015-06-24 04:00,2015-06-24 05:00,0.002,0,0.009,10.648,0
2015-06-24 05:00,2015-06-24 06:00,0.029,0,0.046,12.294,0
2015-06-24 06:00,2015-06-24 07:00,0.106,0.014,0.117,14.241,0
2015-06-24 07:00,2015-06-24 08:00,0.218,0.070,0.186,16.476,0
2015-06-24 08:00,2015-06-24 09:00,0.458,0.364,0.178,18.227,0
2015-06-24 09:00,2015-06-24 10:00,0.503,0.384,0.220,19.487,1
2015-06-24 10:00,2015-06-24 11:00,0.533,0.358,0.288,20.335,1
2015-06-24 11:00,2015-06-24 12:00,0.551,0.295,0.378,20.991,0
2015-06-24 12:00,2015-06-24 13:00,0.473,0.163,0.408,21.759,0
2015-06-24 13:00,2015-06-24 14:00,0.478,0.186,0.393,22.006,0
2015-06-24 14:00,2015-06-24 15:00,0.496,0.265,0.336,21.774,0
2015-06-24 15:00,2015-06-24 16:00,0.464,0.290,0.268,21.343,0
2015-06-24 16:00,2015-06-24 17:00,0.305,0.116,0.246,20.413,0
2015-06-24 17:00,2015-06-24 18:00,0.088,0.002,0.112,19.218,0
2015-06-24 18:00,2015-06-24 19:00,0.032,-0,0.050,17.682,0
2015-06-24 19:00,2015-06-24 20:00,0.007,-0,0.018,16.088,0
2015-06-24 20:00,2015-06-24 21:00,0,-0,0.001,14.865,0
2015-06-24 21:00,2015-06-24 22:00,0,0,0,14.170,0
2015-06-24 22:00,2015-06-24 23:00,0,0,0,13.126,0
2015-06-24 23:00,2015-06-25 00:00,0,0,0,12.135,0
2015-06-25 00:00,2015-06-25 01:00,0,0,0,11.621,0
2015-06-25 01:00,2015-06-25 02:00,0,0,0,11.263,0
2015-06-25 02:00,2015-06-25 03:00,0,0,0,10.994,0
2015-06-25 03:00,2015-06-25 04:00,0,0,0,10.649,0
2015-06-25 04:00,2015-06-25 05:00,0.004,0,0.012,11.387,0
2015-06-25 05:00,2015-06-25 06:00,0.029,0,0.045,12.838,0
2015-06-25 06:00,2015-06-25 07:00,0.158,0.092,0.096,14.032,0
2015-06-25 07:00,2015-06-25 08:00,0.294,0.174,0.168,16.282,0
2015-06-25 08:00,2015-06-25 09:00,0.484,0.430,0.144,18.196,0
2015-06-25 09:00,2015-06-25 10:00,0.536,0.407,0.240,19.745,0
2015-06-25 10:00,2015-06-25 11:00,0.491,0.244,0.348,20.987,0
2015-06-25 11:00,2015-06-25 12:00,0.599,0.397,0.346,21.962,0
2015-06-25 12:00,2015-06-25 13:00,0.537,0.269,0.390,22.708,0
2015-06-25 13:00,2015-06-25 14:00,0.520,0.256,0.382,23.157,0
2015-06-25 14:00,2015-06-25 15:00,0.452,0.185,0.364,23.283,0
2015-06-25 15:00,2015-06-25 16:00,0.371,0.128,0.318,23.115,0
2015-06-25 16:00,2015-06-25 17:00,0.346,0.205,0.209,22.595,0
2015-06-25 17:00,2015-06-25 18:00,0.207,0.083,0.166,21.588,0
2015-06-25 18:00,2015-06-25 19:00,0.087,0,0.113,19.854,0
2015-06-25 19:00,2015-06-25 20:00,0.042,0,0.061,17.322,0
2015-06-25 20:00,2015-06-25 21:00,0.001,0,0.007,15.121,0
2015-06-25 21:00,2015-06-25 22:00,0,0,0,14.376,0
2015-06-25 22:00,2015-06-25 23:00,0,0,0,13.838,0
2015-06-25 23:00,2015-06-26 00:00,0,0,0,13.437,0
2015-06-26 00:00,2015-06-26 01:00,0,0,0,13.112,0
2015-06-26 01:00,2015-06-26 02:00,0,0,0,12.861,0
2015-06-26 02:00,2015-06-26 03:00,0,0,0,12.674,0
2015-06-26 03:00,2015-06-26 04:00,0,0,0,12.414,0
2015-06-26 04:00,2015-06-26 05:00,0.003,0,0.011,12.994,0
2015-06-26 05:00,2015-06-26 06:00,0.012,0,0.025,13.954,0
2015-06-26 06:00,2015-06-26 07:00,0.048,0.003,0.065,14.534,0
2015-06-26 07:00,2015-06-26 08:00,0.169,0.028,0.172,15.274,0
2015-06-26 08:00,2015-06-26 09:00,0.199,0.018,0.218,16.682,0
2015-06-26 09:00,2015-06-26 10:00,0.273,0.036,0.284,18.501,0
2015-06-26 10:00,2015-06-26 11:00,0.531,0.315,0.326,19.760,0
2015-06-26 11:00,2015-06-26 12:00,0.706,0.664,0.229,20.713,0
2015-06-26 12:00,2015-06-26 13:00,0.745,0.763,0.200,22.352,0
2015-06-26 13:00,2015-06-26 14:00,0.717,0.740,0.185,23.438,0
2015-06-26 14:00,2015-06-26 15:00,0.512,0.327,0.303,23.617,0
2015-06-26 15:00,2015-06-26 16:00,0.400,0.176,0.307,23.135,0
2015-06-26 16:00,2015-06-26 17:00,0.286,0.085,0.257,22.303,0
2015-06-26 17:00,2015-06-26 18:00,0.192,0.044,0.188,21.167,0
2015-06-26 18:00,2015-06-26 19:00,0.087,0,0.114,19.665,0
2015-06-26 19:00,2015-06-26 20:00,0.012,0,0.024,18.110,0
2015-06-26 20:00,2015-06-26 21:00,0,0,0.004,16.939,0
2015-06-26 21:00,2015-06-26 22:00,0,0,0,16.323,0
2015-06-26 22:00,2015-06-26 23:00,0,0,0,15.738,0
2015-06-26 23:00,2015-06-27 00:00,0,0,0,14.804,0
2015-06-27 00:00,2015-06-27 01:00,0,0,0,13.471,0
2015-06-27 01:00,2015-06-27 02:00,0,0,0,12.285,0
2015-06-27 02:00,2015-06-27 03:00,0,0,0,11.286,0
2015-06-27 03:00,2015-06-27 04:00,0,0,0,10.573,0
2015-06-27 04:00,2015-06-27 05:00,0.004,0,0.013,10.978,0
2015-06-27 05:00,2015-06-27 06:00,0.033,0,0.051,12.322,0
2015-06-27 06:00,2015-06-27 07:00,0.166,0.124,0.073,14.417,0
2015-06-27 07:00,2015-06-27 08:00,0.334,0.284,0.104,16.576,0
2015-06-27 08:00,2015-06-27 09:00,0.386,0.238,0.215,18.311,0
2015-06-27 09:00,2015-06-27 10:00,0.399,0.154,0.319,19.577,0
2015-06-27 10:00,2015-06-27 11:00,0.487,0.225,0.361,20.630,0
2015-06-27 11:00,2015-06-27 12:00,0.551,0.296,0.378,21.530,0
2015-06-27 12:00,2015-06-27 13:00,0.507,0.223,0.396,22.211,0
2015-06-27 13:00,2015-06-27 14:00,0.546,0.308,0.364,22.564,0
2015-06-27 14:00,2015-06-27 15:00,0.466,0.207,0.358,22.552,0
2015-06-27 15:00,2015-06-27 16:00,0.363,0.122,0.313,22.508,0
2015-06-27 16:00,2015-06-27 17:00,0.353,0.217,0.205,22.260,0
2015-06-27 17:00,2015-06-27 18:00,0.204,0.068,0.178,21.745,0
2015-06-27 18:00,2015-06-27 19:00,0.092,0,0.120,20.665,0
2015-06-27 19:00,2015-06-27 20:00,0.042,0,0.062,18.429,0
2015-06-27 20:00,2015-06-27 21:00,0,0,0.006,16.915,0
2015-06-27 21:00,2015-06-27 22:00,0,0,0,16.351,0
2015-06-27 22:00,2015-06-27 23:00,0,0,0,15.493,0
