# Renewables.ninja Solar photovoltaic power (PV) (Point API) - 51.499, -0.178 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060
# Units: time in UTC, local_time in Europe/London, electricity in kW, irradiance_direct in unknown, irradiance_diffuse in unknown, temperature in ºC, missing in binary flag
# {"units": {"time": "UTC", "local_time": "Europe/London", "electricity": "kW", "irradiance_direct": "unknown", "irradiance_diffuse": "unknown", "temperature": "\u00baC", "missing": "binary flag"}, "params": {"local_time": true, "header": true, "lat": "51.49904329102422", "lon": "-0.17807716542054033", "date_from": "2015-01-01", "date_to": "2015-12-31", "dataset": "sarah", "capacity": "1", "system_loss": "0.1", "tracking": "0", "tilt": "40", "azim": "176", "raw": true}}
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,missing
2015-04-21 10:00,2015-04-21 11:00,0.757,0.813,0.120,14.041,0
2015-04-21 11:00,2015-04-21 12:00,0.807,0.883,0.133,15.289,0
2015-04-21 12:00,2015-04-21 13:00,0.808,0.879,0.143,16.124,0
2015-04-21 13:00,2015-04-21 14:00,0.755,0.788,0.157,16.628,0
2015-04-21 14:00,2015-04-21 15:00,0.662,0.652,0.156,16.720,0
2015-04-21 15:00,2015-04-21 16:00,0.523,0.468,0.150,16.383,0
2015-04-21 16:00,2015-04-21 17:00,0.338,0.252,0.140,15.585,0
2015-04-21 17:00,2015-04-21 18:00,0.147,0.067,0.108,14.039,0
2015-04-21 18:00,2015-04-21 19:00,0.041,0,0.059,11.098,0
2015-04-21 19:00,2015-04-21 20:00,0,0,0.003,8.623,0
2015-04-21 20:00,2015-04-21 21:00,0,0,0,7.512,0
2015-04-21 21:00,2015-04-21 22:00,0,0,0,6.525,0
2015-04-21 22:00,2015-04-21 23:00,0,0,0,5.768,0
2015-04-21 23:00,2015-04-22 00:00,0,0,0,5.055,0
2015-04-22 00:00,2015-04-22 01:00,0,0,0,4.542,0
2015-04-22 01:00,2015-04-22 02:00,0,0,0,4.605,0
2015-04-22 02:00,2015-04-22 03:00,0,0,0,4.867,0
2015-04-22 03:00,2015-04-22 04:00,0,0,0,4.556,0
2015-04-22 04:00,2015-04-22 05:00,0,0,0,4.454,0
2015-04-22 05:00,2015-04-22 06:00,0.003,0,0.011,4.342,0
2015-04-22 06:00,2015-04-22 07:00,0.115,0.088,0.048,5.653,0
2015-04-22 07:00,2015-04-22 08:00,0.313,0.275,0.075,8.062,0
2015-04-22 08:00,2015-04-22 09:00,0.507,0.491,0.090,10.555,0
2015-04-22 09:00,2015-04-22 10:00,0.662,0.686,0.103,12.497,0
2015-04-22 10:00,2015-04-22 11:00,0.728,0.737,0.152,13.822,0
2015-04-22 11:00,2015-04-22 12:00,0.618,0.472,0.267,14.728,0
2015-04-22 12:00,2015-04-22 13:00,0.424,0.134,0.359,15.182,0
2015-04-22 13:00,2015-04-22 14:00,0.383,0.112,0.331,15.132,0
2015-04-22 14:00,2015-04-22 15:00,0.380,0.148,0.290,14.718,0
2015-04-22 15:00,2015-04-22 16:00,0.274,0.061,0.254,14.020,0
2015-04-22 16:00,2015-04-22 17:00,0.284,0.146,0.179,13.261,0
2015-04-22 17:00,2015-04-22 18:00,0.143,0.045,0.125,12.344,0
2015-04-22 18:00,2015-04-22 19:00,0.041,0,0.059,10.900,0
2015-04-22 19:00,2015-04-22 20:00,0,0,0.004,8.804,0
2015-04-22 20:00,2015-04-22 21:00,0,0,0,7.289,0
2015-04-22 21:00,2015-04-22 22:00,0,0,0,6.077,0
2015-04-22 22:00,2015-04-22 23:00,0,0,0,5.411,0
2015-04-22 23:00,2015-04-23 00:00,0,0,0,5.113,0
2015-04-23 00:00,2015-04-23 01:00,0,0,0,5.299,0
2015-04-23 01:00,2015-04-23 02:00,0,0,0,5.625,0
2015-04-23 02:00,2015-04-23 03:00,0,0,0,5.591,0
2015-04-23 03:00,2015-04-23 04:00,0,0,0,5.400,0
2015-04-23 04:00,2015-04-23 05:00,0,0,0,5.240,0
2015-04-23 05:00,2015-04-23 06:00,0,-0,0.006,5.323,0
2015-04-23 06:00,2015-04-23 07:00,0.037,0.001,0.053,6.088,0
2015-04-23 07:00,2015-04-23 08:00,0.086,0.002,0.105,7.173,0
2015-04-23 08:00,2015-04-23 09:00,0.124,0.001,0.146,8.324,0
2015-04-23 09:00,2015-04-23 10:00,0.184,0.005,0.207,9.578,0
2015-04-23 10:00,2015-04-23 11:00,0.414,0.188,0.282,11.056,0
2015-04-23 11:00,2015-04-23 12:00,0.792,0.811,0.165,12.662,0
2015-04-23 12:00,2015-04-23 13:00,0.823,0.897,0.136,13.979,0
2015-04-23 13:00,2015-04-23 14:00,0.769,0.805,0.150,14.871,0
2015-04-23 14:00,2015-04-23 15:00,0.673,0.667,0.151,15.432,0
2015-04-23 15:00,2015-04-23 16:00,0.529,0.476,0.148,15.640,0
2015-04-23 16:00,2015-04-23 17:00,0.343,0.258,0.139,15.450,0
2015-04-23 17:00,2015-04-23 18:00,0.150,0.071,0.109,14.689,0
2015-04-23 18:00,2015-04-23 19:00,0.043,0,0.061,12.088,0
2015-04-23 19:00,2015-04-23 20:00,0,0,0.005,9.381,0
2015-04-23 20:00,2015-04-23 21:00,0,0,0,8.012,0
2015-04-23 21:00,2015-04-23 22:00,0,0,0,6.917,0
2015-04-23 22:00,2015-04-23 23:00,0,0,0,6.010,0
2015-04-23 23:00,2015-04-24 00:00,0,0,0,5.277,0
2015-04-24 00:00,2015-04-24 01:00,0,0,0,4.640,0
2015-04-24 01:00,2015-04-24 02:00,0,0,0,4.094,0
2015-04-24 02:00,2015-04-24 03:00,0,0,0,4.166,0
2015-04-24 03:00,2015-04-24 04:00,0,0,0,5.277,0
2015-04-24 04:00,2015-04-24 05:00,0,0,0,5.736,0
2015-04-24 05:00,2015-04-24 06:00,0.004,0,0.013,6.097,0
2015-04-24 06:00,2015-04-24 07:00,0.110,0.073,0.059,6.934,0
2015-04-24 07:00,2015-04-24 08:00,0.207,0.108,0.127,8.852,0
2015-04-24 08:00,2015-04-24 09:00,0.358,0.222,0.184,11.200,0
2015-04-24 09:00,2015-04-24 10:00,0.294,0.069,0.268,13.335,0
2015-04-24 10:00,2015-04-24 11:00,0.579,0.416,0.272,15.127,0
2015-04-24 11:00,2015-04-24 12:00,0.657,0.519,0.280,16.280,0
2015-04-24 12:00,2015-04-24 13:00,0.652,0.496,0.298,16.539,0
2015-04-24 13:00,2015-04-24 14:00,0.575,0.373,0.315,16.324,0
2015-04-24 14:00,2015-04-24 15:00,0.505,0.303,0.293,16.125,0
2015-04-24 15:00,2015-04-24 16:00,0.410,0.237,0.239,15.657,0
2015-04-24 16:00,2015-04-24 17:00,0.212,0.049,0.198,14.755,0
2015-04-24 17:00,2015-04-24 18:00,0.095,0.006,0.113,13.574,0
2015-04-24 18:00,2015-04-24 19:00,0.033,0,0.050,12.085,0
2015-04-24 19:00,2015-04-24 20:00,0,-0,0.001,10.616,0
2015-04-24 20:00,2015-04-24 21:00,0,0,0,10.061,0
2015-04-24 21:00,2015-04-24 22:00,0,0,0,9.796,0
2015-04-24 22:00,2015-04-24 23:00,0,0,0,9.768,0
2015-04-24 23:00,2015-04-25 00:00,0,0,0,9.844,0
2015-04-25 00:00,2015-04-25 01:00,0,0,0,9.890,0
2015-04-25 01:00,2015-04-25 02:00,0,0,0,9.926,0
2015-04-25 02:00,2015-04-25 03:00,0,0,0,9.850,0
2015-04-25 03:00,2015-04-25 04:00,0,0,0,9.593,0
2015-04-25 04:00,2015-04-25 05:00,0,0,0,9.261,0
2015-04-25 05:00,2015-04-25 06:00,0,-0,0.003,9.216,0
2015-04-25 06:00,2015-04-25 07:00,0.010,0,0.021,9.673,0
2015-04-25 07:00,2015-04-25 08:00,0.040,0,0.058,10.406,0
2015-04-25 08:00,2015-04-25 09:00,0.095,0.001,0.117,11.508,0
2015-04-25 09:00,2015-04-25 10:00,0.247,0.037,0.246,12.922,0
2015-04-25 10:00,2015-04-25 11:00,0.379,0.108,0.329,14.358,0
2015-04-25 11:00,2015-04-25 12:00,0.379,0.118,0.321,15.562,0
2015-04-25 12:00,2015-04-25 13:00,0.467,0.185,0.363,16.168,0
2015-04-25 13:00,2015-04-25 14:00,0.457,0.181,0.355,16.404,0
2015-04-25 14:00,2015-04-25 15:00,0.316,0.063,0.303,16.238,0
2015-04-25 15:00,2015-04-25 16:00,0.334,0.137,0.249,15.763,0
2015-04-25 16:00,2015-04-25 17:00,0.232,0.064,0.206,14.968,0
2015-04-25 17:00,2015-04-25 18:00,0.076,0.005,0.094,13.852,0
2015-04-25 18:00,2015-04-25 19:00,0.024,0,0.040,12.519,0
2015-04-25 19:00,2015-04-25 20:00,0,-0,0.002,11.414,0
2015-04-25 20:00,2015-04-25 21:00,0,0,0,10.777,0
2015-04-25 21:00,2015-04-25 22:00,0,0,0,10.268,0
2015-04-25 22:00,2015-04-25 23:00,0,0,0,10.048,0
2015-04-25 23:00,2015-04-26 00:00,0,0,0,9.975,0
2015-04-26 00:00,2015-04-26 01:00,0,0,0,9.744,0
2015-04-26 01:00,2015-04-26 02:00,0,0,0,9.289,0
2015-04-26 02:00,2015-04-26 03:00,0,0,0,8.543,0
2015-04-26 03:00,2015-04-26 04:00,0,0,0,7.721,0
2015-04-26 04:00,2015-04-26 05:00,0,0,0,7.033,0
2015-04-26 05:00,2015-04-26 06:00,0,-0,0.004,6.516,0
2015-04-26 06:00,2015-04-26 07:00,0.039,0.002,0.054,6.447,0
2015-04-26 07:00,2015-04-26 08:00,0.096,0.004,0.113,6.898,0
2015-04-26 08:00,2015-04-26 09:00,0.069,0,0.089,7.796,0
2015-04-26 09:00,2015-04-26 10:00,0.129,0,0.152,8.817,0
2015-04-26 10:00,2015-04-26 11:00,0.126,0,0.151,9.702,0
2015-04-26 11:00,2015-04-26 12:00,0.067,0,0.087,10.368,0
2015-04-26 12:00,2015-04-26 13:00,0.080,0,0.102,10.864,0
2015-04-26 13:00,2015-04-26 14:00,0.146,0,0.173,11.105,0
2015-04-26 14:00,2015-04-26 15:00,0.113,0,0.137,11.202,0
2015-04-26 15:00,2015-04-26 16:00,0.131,0.001,0.156,11.110,0
2015-04-26 16:00,2015-04-26 17:00,0.111,0.001,0.134,10.906,0
2015-04-26 17:00,2015-04-26 18:00,0.069,0.002,0.088,10.460,0
2015-04-26 18:00,2015-04-26 19:00,0.038,0,0.055,8.994,0
2015-04-26 19:00,2015-04-26 20:00,0,0,0.004,6.875,0
2015-04-26 20:00,2015-04-26 21:00,0,0,0,5.618,0
2015-04-26 21:00,2015-04-26 22:00,0,0,0,4.675,0
2015-04-26 22:00,2015-04-26 23:00,0,0,0,3.881,0
2015-04-26 23:00,2015-04-27 00:00,0,0,0,3.066,0
2015-04-27 00:00,2015-04-27 01:00,0,0,0,2.530,0
2015-04-27 01:00,2015-04-27 02:00,0,0,0,2.048,0
2015-04-27 02:00,2015-04-27 03:00,0,0,0,1.563,0
2015-04-27 03:00,2015-04-27 04:00,0,0,0,1.139,0
2015-04-27 04:00,2015-04-27 05:00,0,0,0,0.929,0
2015-04-27 05:00,2015-04-27 06:00,0.006,0,0.015,1.535,0
2015-04-27 06:00,2015-04-27 07:00,0.135,0.108,0.048,3.116,0
2015-04-27 07:00,2015-04-27 08:00,0.339,0.306,0.068,5.589,0
2015-04-27 08:00,2015-04-27 09:00,0.525,0.502,0.092,7.898,0
2015-04-27 09:00,2015-04-27 10:00,0.615,0.547,0.167,9.532,0
2015-04-27 10:00,2015-04-27 11:00,0.606,0.436,0.271,10.712,0
2015-04-27 11:00,2015-04-27 12:00,0.422,0.131,0.351,11.593,0
2015-04-27 12:00,2015-04-27 13:00,0.228,0.018,0.245,12.240,0
2015-04-27 13:00,2015-04-27 14:00,0.110,0.001,0.134,12.591,0
2015-04-27 14:00,2015-04-27 15:00,0.137,0.001,0.163,12.582,0
2015-04-27 15:00,2015-04-27 16:00,0.171,0.008,0.192,12.226,0
2015-04-27 16:00,2015-04-27 17:00,0.226,0.068,0.191,11.522,0
2015-04-27 17:00,2015-04-27 18:00,0.148,0.051,0.124,10.589,0
2015-04-27 18:00,2015-04-27 19:00,0.033,0,0.050,8.890,0
2015-04-27 19:00,2015-04-27 20:00,0,0,0.004,7.031,0
2015-04-27 20:00,2015-04-27 21:00,0,0,0,6.311,0
2015-04-27 21:00,2015-04-27 22:00,0,0,0,5.605,0
2015-04-27 22:00,2015-04-27 23:00,0,0,0,4.817,0
2015-04-27 23:00,2015-04-28 00:00,0,0,0,4.033,0
2015-04-28 00:00,2015-04-28 01:00,0,0,0,3.398,0
2015-04-28 01:00,2015-04-28 02:00,0,0,0,2.975,0
2015-04-28 02:00,2015-04-28 03:00,0,0,0,2.484,0
2015-04-28 03:00,2015-04-28 04:00,0,0,0,2.361,0
2015-04-28 04:00,2015-04-28 05:00,0,0,0,2.191,0
2015-04-28 05:00,2015-04-28 06:00,0.005,0,0.015,2.247,0
2015-04-28 06:00,2015-04-28 07:00,0.139,0.118,0.041,3.714,0
2015-04-28 07:00,2015-04-28 08:00,0.346,0.319,0.063,6.052,0
2015-04-28 08:00,2015-04-28 09:00,0.511,0.500,0.077,7.697,1
2015-04-28 09:00,2015-04-28 10:00,0.656,0.671,0.095,8.907,1
2015-04-28 10:00,2015-04-28 11:00,0.779,0.814,0.127,9.803,0
2015-04-28 11:00,2015-04-28 12:00,0.810,0.828,0.162,10.263,0
2015-04-28 12:00,2015-04-28 13:00,0.707,0.642,0.201,10.655,1
2015-04-28 13:00,2015-04-28 14:00,0.590,0.430,0.257,11.001,1
2015-04-28 14:00,2015-04-28 15:00,0.471,0.229,0.310,11.206,0
2015-04-28 15:00,2015-04-28 16:00,0.407,0.205,0.257,11.201,0
2015-04-28 16:00,2015-04-28 17:00,0.278,0.108,0.207,10.897,0
2015-04-28 17:00,2015-04-28 18:00,0.129,0.022,0.132,10.112,0
2015-04-28 18:00,2015-04-28 19:00,0.041,0,0.059,8.528,0
2015-04-28 19:00,2015-04-28 20:00,0,-0,0.003,7.006,0
2015-04-28 20:00,2015-04-28 21:00,0,0,0,6.747,0
2015-04-28 21:00,2015-04-28 22:00,0,0,0,6.362,0
2015-04-28 22:00,2015-04-28 23:00,0,0,0,5.913,0
2015-04-28 23:00,2015-04-29 00:00,0,0,0,5.475,0
2015-04-29 00:00,2015-04-29 01:00,0,0,0,5.158,0
2015-04-29 01:00,2015-04-29 02:00,0,0,0,4.983,0
2015-04-29 02:00,2015-04-29 03:00,0,0,0,4.947,0
2015-04-29 03:00,2015-04-29 04:00,0,0,0,5.064,0
2015-04-29 04:00,2015-04-29 05:00,0,0,0,5.305,0
2015-04-29 05:00,2015-04-29 06:00,0.002,0,0.010,5.889,0
2015-04-29 06:00,2015-04-29 07:00,0.046,0.001,0.063,6.862,0
2015-04-29 07:00,2015-04-29 08:00,0.068,0.001,0.087,7.908,0
2015-04-29 08:00,2015-04-29 09:00,0.106,0.001,0.127,8.584,0
2015-04-29 09:00,2015-04-29 10:00,0.433,0.245,0.243,8.952,0
2015-04-29 10:00,2015-04-29 11:00,0.169,0.046,0.149,9.134,0
2015-04-29 11:00,2015-04-29 12:00,0.199,0.006,0.222,9.730,0
2015-04-29 12:00,2015-04-29 13:00,0.201,0.006,0.225,10.664,0
2015-04-29 13:00,2015-04-29 14:00,0.115,0,0.140,11.511,0
2015-04-29 14:00,2015-04-29 15:00,0.320,0.122,0.242,12.049,0
2015-04-29 15:00,2015-04-29 16:00,0.355,0.171,0.232,12.137,0
2015-04-29 16:00,2015-04-29 17:00,0.344,0.243,0.148,11.845,0
2015-04-29 17:00,2015-04-29 18:00,0.157,0.054,0.130,11.032,0
2015-04-29 18:00,2015-04-29 19:00,0.048,0,0.067,8.811,0
2015-04-29 19:00,2015-04-29 20:00,0.001,0,0.008,6.187,0
2015-04-29 20:00,2015-04-29 21:00,0,0,0,5.584,0
2015-04-29 21:00,2015-04-29 22:00,0,0,0,4.914,0
2015-04-29 22:00,2015-04-29 23:00,0,0,0,4.188,0
2015-04-29 23:00,2015-04-30 00:00,0,0,0,3.546,0
2015-04-30 00:00,2015-04-30 01:00,0,0,0,3.231,0
2015-04-30 01:00,2015-04-30 02:00,0,0,0,3.296,0
2015-04-30 02:00,2015-04-30 03:00,0,0,0,3.201,0
2015-04-30 03:00,2015-04-30 04:00,0,0,0,2.968,0
2015-04-30 04:00,2015-04-30 05:00,0,0,0,3.184,0
2015-04-30 05:00,2015-04-30 06:00,0.007,0,0.016,4.015,0
2015-04-30 06:00,2015-04-30 07:00,0.142,0.118,0.046,5.476,0
2015-04-30 07:00,2015-04-30 08:00,0.333,0.289,0.082,7.804,0
2015-04-30 08:00,2015-04-30 09:00,0.530,0.516,0.091,9.638,0
2015-04-30 09:00,2015-04-30 10:00,0.446,0.267,0.240,10.694,0
2015-04-30 10:00,2015-04-30 11:00,0.479,0.222,0.327,11.472,0
2015-04-30 11:00,2015-04-30 12:00,0.561,0.327,0.327,11.992,0
2015-04-30 12:00,2015-04-30 13:00,0.562,0.316,0.339,12.432,0
2015-04-30 13:00,2015-04-30 14:00,0.486,0.252,0.310,12.679,0
2015-04-30 14:00,2015-04-30 15:00,0.407,0.179,0.287,12.652,0
2015-04-30 15:00,2015-04-30 16:00,0.375,0.165,0.263,12.462,0
2015-04-30 16:00,2015-04-30 17:00,0.269,0.098,0.209,12.135,0
2015-04-30 17:00,2015-04-30 18:00,0.113,0.009,0.128,11.406,0
2015-04-30 18:00,2015-04-30 19:00,0.035,0,0.052,9.359,0
2015-04-30 19:00,2015-04-30 20:00,0.001,0,0.008,6.961,0
2015-04-30 20:00,2015-04-30 21:00,0,0,0,6.370,0
2015-04-30 21:00,2015-04-30 22:00,0,0,0,6.054,0
2015-04-30 22:00,2015-04-30 23:00,0,0,0,5.191,0
2015-04-30 23:00,2015-05-01 00:00,0,0,0,4.435,0
2015-05-01 00:00,2015-05-01 01:00,0,0,0,3.612,0
2015-05-01 01:00,2015-05-01 02:00,0,0,0,3.108,0
2015-05-01 02:00,2015-05-01 03:00,0,0,0,3.067,0
2015-05-01 03:00,2015-05-01 04:00,0,0,0,3.453,0
2015-05-01 04:00,2015-05-01 05:00,0,0,0,3.411,0
2015-05-01 05:00,2015-05-01 06:00,0.005,0,0.015,3.747,0
2015-05-01 06:00,2015-05-01 07:00,0.053,0.004,0.067,4.533,0
2015-05-01 07:00,2015-05-01 08:00,0.223,0.089,0.160,5.964,0
2015-05-01 08:00,2015-05-01 09:00,0.323,0.130,0.229,7.146,0
2015-05-01 09:00,2015-05-01 10:00,0.390,0.158,0.277,8.020,0
2015-05-01 10:00,2015-05-01 11:00,0.337,0.065,0.313,8.815,0
2015-05-01 11:00,2015-05-01 12:00,0.460,0.151,0.369,9.479,0
2015-05-01 12:00,2015-05-01 13:00,0.581,0.328,0.346,10.547,0
2015-05-01 13:00,2015-05-01 14:00,0.689,0.573,0.249,11.391,0
2015-05-01 14:00,2015-05-01 15:00,0.595,0.452,0.245,11.684,0
2015-05-01 15:00,2015-05-01 16:00,0.375,0.161,0.265,11.516,0
2015-05-01 16:00,2015-05-01 17:00,0.180,0.017,0.192,10.963,0
2015-05-01 17:00,2015-05-01 18:00,0.098,0.004,0.117,10.045,0
2015-05-01 18:00,2015-05-01 19:00,0.023,0,0.038,8.425,0
2015-05-01 19:00,2015-05-01 20:00,0,-0,0.004,6.486,0
2015-05-01 20:00,2015-05-01 21:00,0,0,0,5.555,0
2015-05-01 21:00,2015-05-01 22:00,0,0,0,4.391,0
2015-05-01 22:00,2015-05-01 23:00,0,0,0,3.409,0
2015-05-01 23:00,2015-05-02 00:00,0,0,0,2.792,0
2015-05-02 00:00,2015-05-02 01:00,0,0,0,2.279,0
2015-05-02 01:00,2015-05-02 02:00,0,0,0,1.885,0
2015-05-02 02:00,2015-05-02 03:00,0,0,0,1.710,0
2015-05-02 03:00,2015-05-02 04:00,0,0,0,1.797,0
2015-05-02 04:00,2015-05-02 05:00,0,0,0,1.824,0
2015-05-02 05:00,2015-05-02 06:00,0,-0,0.005,3.792,0
2015-05-02 06:00,2015-05-02 07:00,0.009,0,0.020,5.891,0
2015-05-02 07:00,2015-05-02 08:00,0.032,0,0.048,8.126,0
2015-05-02 08:00,2015-05-02 09:00,0.082,0,0.104,9.684,0
2015-05-02 09:00,2015-05-02 10:00,0.152,0.001,0.178,10.679,0
2015-05-02 10:00,2015-05-02 11:00,0.322,0.057,0.307,11.222,0
2015-05-02 11:00,2015-05-02 12:00,0.492,0.198,0.367,11.541,0
2015-05-02 12:00,2015-05-02 13:00,0.517,0.223,0.375,11.926,0
2015-05-02 13:00,2015-05-02 14:00,0.371,0.079,0.344,12.346,0
2015-05-02 14:00,2015-05-02 15:00,0.194,0.005,0.220,12.814,0
2015-05-02 15:00,2015-05-02 16:00,0.146,0.001,0.173,12.779,0
2015-05-02 16:00,2015-05-02 17:00,0.080,0,0.102,12.308,0
2015-05-02 17:00,2015-05-02 18:00,0.037,0,0.055,11.515,0
2015-05-02 18:00,2015-05-02 19:00,0.018,0,0.032,10.405,0
2015-05-02 19:00,2015-05-02 20:00,0,0,0.005,9.408,0
2015-05-02 20:00,2015-05-02 21:00,0,0,0,8.969,0
2015-05-02 21:00,2015-05-02 22:00,0,0,0,8.922,0
2015-05-02 22:00,2015-05-02 23:00,0,0,0,9.113,0
2015-05-02 23:00,2015-05-03 00:00,0,0,0,9.117,0
2015-05-03 00:00,2015-05-03 01:00,0,0,0,9.161,0
2015-05-03 01:00,2015-05-03 02:00,0,0,0,9.266,0
2015-05-03 02:00,2015-05-03 03:00,0,0,0,9.414,0
2015-05-03 03:00,2015-05-03 04:00,0,0,0,9.603,0
2015-05-03 04:00,2015-05-03 05:00,0,0,0,9.780,0
2015-05-03 05:00,2015-05-03 06:00,0,-0,0.006,10.043,0
2015-05-03 06:00,2015-05-03 07:00,0.016,0,0.029,10.717,0
2015-05-03 07:00,2015-05-03 08:00,0.050,0,0.069,11.429,0
2015-05-03 08:00,2015-05-03 09:00,0.070,0.001,0.090,12.163,0
2015-05-03 09:00,2015-05-03 10:00,0.078,0,0.101,12.961,0
2015-05-03 10:00,2015-05-03 11:00,0.140,0,0.168,13.919,0
2015-05-03 11:00,2015-05-03 12:00,0.145,0,0.174,15.222,0
2015-05-03 12:00,2015-05-03 13:00,0.330,0.138,0.245,16.685,0
2015-05-03 13:00,2015-05-03 14:00,0.421,0.203,0.290,17.182,0
2015-05-03 14:00,2015-05-03 15:00,0.579,0.458,0.240,17.615,0
2015-05-03 15:00,2015-05-03 16:00,0.499,0.411,0.180,17.239,0
2015-05-03 16:00,2015-05-03 17:00,0.316,0.185,0.182,16.164,0
2015-05-03 17:00,2015-05-03 18:00,0.152,0.045,0.137,14.701,0
2015-05-03 18:00,2015-05-03 19:00,0.050,0,0.070,13.106,0
2015-05-03 19:00,2015-05-03 20:00,0,-0,0.005,11.724,0
2015-05-03 20:00,2015-05-03 21:00,0,0,0,11.279,0
2015-05-03 21:00,2015-05-03 22:00,0,0,0,11.182,0
2015-05-03 22:00,2015-05-03 23:00,0,0,0,11.174,0
2015-05-03 23:00,2015-05-04 00:00,0,0,0,11.258,0
2015-05-04 00:00,2015-05-04 01:00,0,0,0,11.291,0
2015-05-04 01:00,2015-05-04 02:00,0,0,0,11.187,0
2015-05-04 02:00,2015-05-04 03:00,0,0,0,11.014,0
2015-05-04 03:00,2015-05-04 04:00,0,0,0,10.658,0
2015-05-04 04:00,2015-05-04 05:00,0,0,0,10.008,0
2015-05-04 05:00,2015-05-04 06:00,0.016,0,0.029,9.683,0
2015-05-04 06:00,2015-05-04 07:00,0.126,0.073,0.077,10.034,0
2015-05-04 07:00,2015-05-04 08:00,0.237,0.111,0.159,10.986,0
2015-05-04 08:00,2015-05-04 09:00,0.413,0.279,0.194,12.391,0
2015-05-04 09:00,2015-05-04 10:00,0.487,0.308,0.258,13.522,0
2015-05-04 10:00,2015-05-04 11:00,0.582,0.400,0.291,14.838,0
2015-05-04 11:00,2015-05-04 12:00,0.660,0.516,0.286,15.934,0
2015-05-04 12:00,2015-05-04 13:00,0.678,0.550,0.281,16.702,0
2015-05-04 13:00,2015-05-04 14:00,0.515,0.262,0.350,17.191,0
2015-05-04 14:00,2015-05-04 15:00,0.215,0.026,0.227,17.315,0
2015-05-04 15:00,2015-05-04 16:00,0.179,0.016,0.197,16.946,0
2015-05-04 16:00,2015-05-04 17:00,0.055,0,0.076,15.930,0
2015-05-04 17:00,2015-05-04 18:00,0.029,0,0.046,14.668,0
2015-05-04 18:00,2015-05-04 19:00,0.007,-0,0.017,13.386,0
2015-05-04 19:00,2015-05-04 20:00,0,-0,0.002,12.354,0
2015-05-04 20:00,2015-05-04 21:00,0,0,0,11.532,0
2015-05-04 21:00,2015-05-04 22:00,0,0,0,11.060,0
2015-05-04 22:00,2015-05-04 23:00,0,0,0,11.084,0
2015-05-04 23:00,2015-05-05 00:00,0,0,0,11.838,0
2015-05-05 00:00,2015-05-05 01:00,0,0,0,12.908,0
2015-05-05 01:00,2015-05-05 02:00,0,0,0,12.720,0
2015-05-05 02:00,2015-05-05 03:00,0,0,0,11.938,0
2015-05-05 03:00,2015-05-05 04:00,0,0,0,12.107,0
2015-05-05 04:00,2015-05-05 05:00,0,0,0,12.553,0
2015-05-05 05:00,2015-05-05 06:00,0.010,0,0.022,12.659,0
2015-05-05 06:00,2015-05-05 07:00,0.075,0.023,0.074,13.092,0
2015-05-05 07:00,2015-05-05 08:00,0.079,0,0.102,13.200,0
2015-05-05 08:00,2015-05-05 09:00,0.138,0.003,0.163,13.151,0
2015-05-05 09:00,2015-05-05 10:00,0.115,0.001,0.141,14.064,0
2015-05-05 10:00,2015-05-05 11:00,0.184,0.006,0.211,14.668,0
2015-05-05 11:00,2015-05-05 12:00,0.579,0.387,0.300,14.798,0
2015-05-05 12:00,2015-05-05 13:00,0.618,0.422,0.316,14.639,0
2015-05-05 13:00,2015-05-05 14:00,0.375,0.082,0.350,14.355,0
2015-05-05 14:00,2015-05-05 15:00,0.425,0.161,0.330,14.156,0
2015-05-05 15:00,2015-05-05 16:00,0.310,0.080,0.275,13.932,0
2015-05-05 16:00,2015-05-05 17:00,0.187,0.020,0.199,13.546,0
2015-05-05 17:00,2015-05-05 18:00,0.106,0.007,0.123,12.862,0
2015-05-05 18:00,2015-05-05 19:00,0.038,0,0.056,11.780,0
2015-05-05 19:00,2015-05-05 20:00,0,0,0.005,10.672,0
2015-05-05 20:00,2015-05-05 21:00,0,0,0,10.106,0
2015-05-05 21:00,2015-05-05 22:00,0,0,0,9.781,0
2015-05-05 22:00,2015-05-05 23:00,0,0,0,9.506,0
2015-05-05 23:00,2015-05-06 00:00,0,0,0,9.249,0
2015-05-06 00:00,2015-05-06 01:00,0,0,0,8.992,0
2015-05-06 01:00,2015-05-06 02:00,0,0,0,8.809,0
2015-05-06 02:00,2015-05-06 03:00,0,0,0,8.770,0
2015-05-06 03:00,2015-05-06 04:00,0,0,0,8.758,0
2015-05-06 04:00,2015-05-06 05:00,0,0,0,8.734,0
2015-05-06 05:00,2015-05-06 06:00,0.012,0,0.024,8.889,0
2015-05-06 06:00,2015-05-06 07:00,0.117,0.059,0.082,9.273,0
2015-05-06 07:00,2015-05-06 08:00,0.301,0.211,0.127,9.820,0
2015-05-06 08:00,2015-05-06 09:00,0.459,0.363,0.160,10.800,0
2015-05-06 09:00,2015-05-06 10:00,0.430,0.245,0.245,11.659,0
2015-05-06 10:00,2015-05-06 11:00,0.453,0.233,0.287,12.360,0
2015-05-06 11:00,2015-05-06 12:00,0.235,0.014,0.256,12.483,0
2015-05-06 12:00,2015-05-06 13:00,0.348,0.081,0.314,12.090,0
